,VOC,JSC,FF,PCE,Electrolyte,Active area,Co-adsorbent,Co-sensitizer,Semiconductor,Dye loading,Exposure time,Solar simulator,Performance comment,Article author,Article title,Article journal,Article volume,Article DOI,Article pages,Article issue nr,Article EID,Article year,Article year.1,Article electronic id,Article keywords,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent
2701,739.0,11.7,0.653,5.65,Iodide_Triiodide,0.16,-,-,TiO2 film 8 um thick,400 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Sie-Rong Li and Chuan-Pei Lee and Po-Fan Yang and Chia-Wei Liao and Mandy M. Lee and Wei-Lin Su and Chun-Ting Li and Hao-Wu Lin and Kuo-Chuan Ho and Shih-Sheng Sun,Structure-Performance Correlations of Organic Dyes with an Electron-Deficient Diphenylquinoxaline Moiety for Dye-Sensitized Solar Cells,Chemistry - A European Journal,20,10.1002/chem.201402342,10052--10064,32,,01/01/2014,Li_2014,,,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,467.0,628.0,DMF
2703,692.0,12.3,0.639,5.44,Iodide_Triiodide,0.16,-,-,TiO2 film 8 um thick,210 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Sie-Rong Li and Chuan-Pei Lee and Po-Fan Yang and Chia-Wei Liao and Mandy M. Lee and Wei-Lin Su and Chun-Ting Li and Hao-Wu Lin and Kuo-Chuan Ho and Shih-Sheng Sun,Structure-Performance Correlations of Organic Dyes with an Electron-Deficient Diphenylquinoxaline Moiety for Dye-Sensitized Solar Cells,Chemistry - A European Journal,20,10.1002/chem.201402342,10052--10064,32,,01/01/2014,Li_2014,,,N#C/C(=C\c1sc2c(c1)sc1c2sc(c1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,479.0,627.0,DMF
2704,728.0,11.5,0.626,5.24,Iodide_Triiodide,0.16,-,-,TiO2 film 8 um thick,430 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Sie-Rong Li and Chuan-Pei Lee and Po-Fan Yang and Chia-Wei Liao and Mandy M. Lee and Wei-Lin Su and Chun-Ting Li and Hao-Wu Lin and Kuo-Chuan Ho and Shih-Sheng Sun,Structure-Performance Correlations of Organic Dyes with an Electron-Deficient Diphenylquinoxaline Moiety for Dye-Sensitized Solar Cells,Chemistry - A European Journal,20,10.1002/chem.201402342,10052--10064,32,,01/01/2014,Li_2014,,,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,486.0,636.0,DMF
2706,690.0,17.7,0.66,8.06,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),-,-,AM 1.5G 100mW/cm2,-,Sie-Rong Li and Chuan-Pei Lee and Po-Fan Yang and Chia-Wei Liao and Mandy M. Lee and Wei-Lin Su and Chun-Ting Li and Hao-Wu Lin and Kuo-Chuan Ho and Shih-Sheng Sun,Structure-Performance Correlations of Organic Dyes with an Electron-Deficient Diphenylquinoxaline Moiety for Dye-Sensitized Solar Cells,Chemistry - A European Journal,20,10.1002/chem.201402342,10052--10064,32,,01/01/2014,Li_2014,,,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,481.0,620.0,DMF
2707,670.0,16.9,0.66,7.47,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),-,-,AM 1.5G 100mW/cm2,-,Sie-Rong Li and Chuan-Pei Lee and Po-Fan Yang and Chia-Wei Liao and Mandy M. Lee and Wei-Lin Su and Chun-Ting Li and Hao-Wu Lin and Kuo-Chuan Ho and Shih-Sheng Sun,Structure-Performance Correlations of Organic Dyes with an Electron-Deficient Diphenylquinoxaline Moiety for Dye-Sensitized Solar Cells,Chemistry - A European Journal,20,10.1002/chem.201402342,10052--10064,32,,01/01/2014,Li_2014,,,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,471.0,642.0,DMF
2708,620.0,15.8,0.64,6.27,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),-,-,AM 1.5G 100mW/cm2,-,Sie-Rong Li and Chuan-Pei Lee and Po-Fan Yang and Chia-Wei Liao and Mandy M. Lee and Wei-Lin Su and Chun-Ting Li and Hao-Wu Lin and Kuo-Chuan Ho and Shih-Sheng Sun,Structure-Performance Correlations of Organic Dyes with an Electron-Deficient Diphenylquinoxaline Moiety for Dye-Sensitized Solar Cells,Chemistry - A European Journal,20,10.1002/chem.201402342,10052--10064,32,,01/01/2014,Li_2014,,,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,515.0,690.0,DMF
2709,650.0,15.6,0.65,6.59,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),-,-,AM 1.5G 100mW/cm2,-,Sie-Rong Li and Chuan-Pei Lee and Po-Fan Yang and Chia-Wei Liao and Mandy M. Lee and Wei-Lin Su and Chun-Ting Li and Hao-Wu Lin and Kuo-Chuan Ho and Shih-Sheng Sun,Structure-Performance Correlations of Organic Dyes with an Electron-Deficient Diphenylquinoxaline Moiety for Dye-Sensitized Solar Cells,Chemistry - A European Journal,20,10.1002/chem.201402342,10052--10064,32,,01/01/2014,Li_2014,,,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,triphenylamine,477.0,669.0,DMF
2710,670.0,16.0,0.67,7.18,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),-,-,AM 1.5G 100mW/cm2,-,Sie-Rong Li and Chuan-Pei Lee and Po-Fan Yang and Chia-Wei Liao and Mandy M. Lee and Wei-Lin Su and Chun-Ting Li and Hao-Wu Lin and Kuo-Chuan Ho and Shih-Sheng Sun,Structure-Performance Correlations of Organic Dyes with an Electron-Deficient Diphenylquinoxaline Moiety for Dye-Sensitized Solar Cells,Chemistry - A European Journal,20,10.1002/chem.201402342,10052--10064,32,,01/01/2014,Li_2014,,,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,,,-
2711,550.0,0.91,0.565,0.28,Iodide_Triiodide,0.16,-,-,TiO2 film 15 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yongjian Jia and Faliang Gou and Ran Fang and Huanwang Jing and Zhenping Zhu,{SalenZn}-bridged D-$\uppi$-A Dyes For Dye-Sensitized Solar Cells,Chinese Journal of Chemistry,32,10.1002/cjoc.201300924,513--520,6,,01/01/2014,Jia_2014,,,OC(=O)c1ccc2c(c1)/N=C/c1cc(ccc1O[Zn]Oc1c(/C=N/2)cc(cc1)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,"zinc, triphenylamine",470.0,,THF
2712,520.0,0.55,0.675,0.19,Iodide_Triiodide,0.16,-,-,TiO2 film 15 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yongjian Jia and Faliang Gou and Ran Fang and Huanwang Jing and Zhenping Zhu,{SalenZn}-bridged D-$\uppi$-A Dyes For Dye-Sensitized Solar Cells,Chinese Journal of Chemistry,32,10.1002/cjoc.201300924,513--520,6,,01/01/2014,Jia_2014,,,Cc1cc(C)cc(c1)N(c1ccc2c(c1)/C=N/c1cc(ccc1/N=C/c1c(O[Zn]O2)ccc(c1)N(c1cc(C)cc(c1)C)c1cc(C)cc(c1)C)C(=O)O)c1cc(C)cc(c1)C,"zinc, triphenylamine",473.0,,THF
2713,580.0,1.08,0.615,0.39,Iodide_Triiodide,0.16,-,-,TiO2 film 15 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yongjian Jia and Faliang Gou and Ran Fang and Huanwang Jing and Zhenping Zhu,{SalenZn}-bridged D-$\uppi$-A Dyes For Dye-Sensitized Solar Cells,Chinese Journal of Chemistry,32,10.1002/cjoc.201300924,513--520,6,,01/01/2014,Jia_2014,,,OC(=O)c1ccc2c(c1)/N=C/c1cc(ccc1O[Zn]Oc1c(/C=N/2)cc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C,"zinc, triphenylamine",470.0,,THF
2714,600.0,1.32,0.624,0.5,Iodide_Triiodide,0.16,-,-,TiO2 film 15 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yongjian Jia and Faliang Gou and Ran Fang and Huanwang Jing and Zhenping Zhu,{SalenZn}-bridged D-$\uppi$-A Dyes For Dye-Sensitized Solar Cells,Chinese Journal of Chemistry,32,10.1002/cjoc.201300924,513--520,6,,01/01/2014,Jia_2014,,,CCCCCc1ccc(cc1)N(c1ccc(cc1)CCCCC)c1ccc2c(c1)/C=N/c1cc(ccc1/N=C/c1c(O[Zn]O2)ccc(c1)N(c1ccc(cc1)CCCCC)c1ccc(cc1)CCCCC)C(=O)O,"zinc, triphenylamine",452.0,,THF
2715,560.0,1.52,0.704,0.6,Iodide_Triiodide,0.16,-,-,TiO2 film 15 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yongjian Jia and Faliang Gou and Ran Fang and Huanwang Jing and Zhenping Zhu,{SalenZn}-bridged D-$\uppi$-A Dyes For Dye-Sensitized Solar Cells,Chinese Journal of Chemistry,32,10.1002/cjoc.201300924,513--520,6,,01/01/2014,Jia_2014,,,CCCCCCCCc1ccc(cc1)N(c1ccc2c(c1)/C=N/c1cc(ccc1/N=C/c1c(O[Zn]O2)ccc(c1)N(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)C(=O)O)c1ccc(cc1)CCCCCCCC,"zinc, triphenylamine",470.0,,THF
2716,620.0,1.85,0.705,0.81,Iodide_Triiodide,0.16,-,-,TiO2 film 15 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yongjian Jia and Faliang Gou and Ran Fang and Huanwang Jing and Zhenping Zhu,{SalenZn}-bridged D-$\uppi$-A Dyes For Dye-Sensitized Solar Cells,Chinese Journal of Chemistry,32,10.1002/cjoc.201300924,513--520,6,,01/01/2014,Jia_2014,,,OC(=O)c1cc2/N=C/c3cc(ccc3O[Zn]Oc3c(/C=N/c2cc1C(=O)O)cc(cc3)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,"zinc, triphenylamine",470.0,,THF
2717,612.0,10.77,0.74,4.9,Iodide_Triiodide,0.25,-,-,TiO2 film (11 um thick + 6 um scattering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Fu-Ling Guo and Zhao-Qian Li and Xue-Peng Liu and Li Zhou and Fan-Tai Kong and Wang-Chao Chen and Song-Yuan Dai,Metal-Free Sensitizers Containing Hydantoin Acceptor as High Performance Anchoring Group for Dye-Sensitized Solar Cells,Advanced Functional Materials,26,10.1002/adfm.201601305,5733--5740,31,,01/01/2016,Guo_2016,,,O=C1NC(=O)C(=Cc2ccc(s2)c2ccc(c3c2nsn3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)N1,triphenylamine,522.0,,chloroform
2718,644.0,16.23,0.726,7.58,Iodide_Triiodide,0.25,-,-,TiO2 film (11 um thick + 6 um scattering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Fu-Ling Guo and Zhao-Qian Li and Xue-Peng Liu and Li Zhou and Fan-Tai Kong and Wang-Chao Chen and Song-Yuan Dai,Metal-Free Sensitizers Containing Hydantoin Acceptor as High Performance Anchoring Group for Dye-Sensitized Solar Cells,Advanced Functional Materials,26,10.1002/adfm.201601305,5733--5740,31,,01/01/2016,Guo_2016,,,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C1NC(=O)NC1=O,triphenylamine,515.0,,chloroform
2720,570.0,6.8,0.69,2.7,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,630.0,,Dichloromethane
2721,530.0,3.4,0.68,1.2,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,669.0,,Dichloromethane
2722,610.0,12.5,0.62,4.8,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,617.0,,Dichloromethane
2723,550.0,7.5,0.69,2.8,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,644.0,,Dichloromethane
2737,610.0,11.5,0.67,4.8,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,564.0,,Dichloromethane
2738,610.0,10.4,0.7,4.4,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,602.0,,Dichloromethane
2740,480.0,2.1,0.69,0.7,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,685.0,,Dichloromethane
2741,560.0,11.6,0.66,4.5,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,604.0,,Dichloromethane
2742,550.0,8.6,0.67,3.2,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,641.0,,Dichloromethane
2743,630.0,13.3,0.64,5.4,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,589.0,,Dichloromethane
2765,719.0,19.33,0.724,10.1,Iodide_Triiodide,0.16,-,-,TiO2 film 16 um thick,920 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Kei Kurotobi and Yuuki Toude and Kyosuke Kawamoto and Yamato Fujimori and Seigo Ito and Pavel Chabera and Villy Sundström and Hiroshi Imahori,Highly Asymmetrical Porphyrins with Enhanced Push-Pull Character for Dye-Sensitized Solar Cells,Chemistry - A European Journal,19,10.1002/chem.201303460,17075--17081,50,,01/01/2013,Kurotobi_2013,,,Cc1ccc(cc1)N(/C/1=c/2\cc/c/3=C(\C#Cc4ccc(cc4)C(=O)O)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/N(c1ccc(cc1)C)c1ccc(cc1)C)cc5)/c1c(C)cc(cc1C)C)/C=C4)c1ccc(cc1)C,porphyrin,630.0,664.0,ethanol
2766,742.0,17.05,0.718,9.1,Iodide_Triiodide,0.16,-,-,TiO2 film 16 um thick,890 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Kei Kurotobi and Yuuki Toude and Kyosuke Kawamoto and Yamato Fujimori and Seigo Ito and Pavel Chabera and Villy Sundström and Hiroshi Imahori,Highly Asymmetrical Porphyrins with Enhanced Push-Pull Character for Dye-Sensitized Solar Cells,Chemistry - A European Journal,19,10.1002/chem.201303460,17075--17081,50,,01/01/2013,Kurotobi_2013,,,CCCCCCc1ccc(cc1)N(/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)cc5)/C#Cc1ccc(cc1)C(=O)O)/C=C4)\c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1ccc(cc1)CCCCCC,porphyrin,645.0,671.0,ethanol
2791,713.0,16.26,0.719,8.3,Iodide_Triiodide,0.16,-,-,TiO2 film 16 um thick,870 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Kei Kurotobi and Yuuki Toude and Kyosuke Kawamoto and Yamato Fujimori and Seigo Ito and Pavel Chabera and Villy Sundström and Hiroshi Imahori,Highly Asymmetrical Porphyrins with Enhanced Push-Pull Character for Dye-Sensitized Solar Cells,Chemistry - A European Journal,19,10.1002/chem.201303460,17075--17081,50,,01/01/2013,Kurotobi_2013,,,Cc1ccc(cc1)N(/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/N(c1ccc(cc1)C)c1ccc(cc1)C)cc5)/c1c(C)cc(cc1C)C)/C=C4)\c1ccc(cc1)C(=O)O)c1ccc(cc1)C,porphyrin,661.0,697.0,ethanol
2792,802.0,16.08,0.66,8.57,Iodide_Triiodide,0.25,-,-,TiO2 film,-,6 hours,AM 1.5G 100mW/cm2,-,Xiaoyu Zhang and Jiangyi Mao and Dan Wang and Xin Li and Jiabao Yang and Zhongjin Shen and Wenjun Wu and Jing Li and Hans {\AA}gren and Jianli Hua,"Comparative Study on Pyrido[3,4-b]pyrazine-Based Sensitizers by Tuning Bulky Donors for Dye-Sensitized Solar Cells",{ACS} Applied Materials {\&} Interfaces,7,10.1021/am507824h,2760--2771,4,,01/01/2015,Zhang_2015,,,CCCCCCCCOc1cc(OCCCCCCCC)ccc1c1ccc(cc1)C(=Cc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)c1ncc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,indoline,557.0,,dichloromethane
2793,714.0,10.5,0.567,4.24,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shinichiro Fuse and Ryota Takahashi and Masato M. Maitani and Yuji Wada and Tatsuo Kaiho and Hiroshi Tanaka and Takashi Takahashi,Synthesis and Evaluation of Thiophene-Based Organic Dyes Contain{\-}ing a Rigid and Nonplanar Donor with Secondary Electron Donors for Use in Dye-Sensitized Solar Cells,European Journal of Organic Chemistry,2016,10.1002/ejoc.201501190,508--517,3,,01/01/2015,Fuse_2015,,,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccc(cc2C2C1C1CCC2C1)c1ccc(cc1)OC,indoline,498.0,,Dichloromethane
2794,703.0,10.5,0.575,4.23,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shinichiro Fuse and Ryota Takahashi and Masato M. Maitani and Yuji Wada and Tatsuo Kaiho and Hiroshi Tanaka and Takashi Takahashi,Synthesis and Evaluation of Thiophene-Based Organic Dyes Contain{\-}ing a Rigid and Nonplanar Donor with Secondary Electron Donors for Use in Dye-Sensitized Solar Cells,European Journal of Organic Chemistry,2016,10.1002/ejoc.201501190,508--517,3,,01/01/2015,Fuse_2015,,,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1cccs1)C3,indoline,520.0,,Dichloromethane
