,SMILES,Name,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
1252,c1ccccc1N(c2ccccc2)c(cc3)ccc3-c(c(c45)nc(-c6ccccc6)c(n4)-c7ccccc7)ccc5-c(c8)sc(c89)cc(s9)/C=C(\C#N)C(=O)O,1253,758.9074,12.5792,3,0,8,56,0,0,9,146.59,122.172,221.9465,111.559,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,467.0,628.0,739.0,11.7,0.653,5.65
1253,c1ccccc1-c(n2)c(-c3ccccc3)nc(c24)c(ccc4-c5sc(cc5)/C=C(\C#N)C(=O)O)-c6ccc(s6)-c7ccc(s7)-c8ccc(cc8)N(c9ccccc9)c1ccccc1,1254,867.0684,14.862,3,0,10,63,0,0,10,174.83,135.339,252.112,127.483,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,515.0,690.0,620.0,15.8,0.64,6.27
1254,N#C/C(C(=O)O)=C\c(c1)sc(c12)c3c(s2)cc(s3)-c4ccc(c(c45)nc(-c6ccccc6)c(n5)-c7ccccc7)-c8ccc(cc8)N(c9ccccc9)c1ccccc1,1255,814.9938,13.642,3,0,10,59,0,0,10,174.83,127.339,234.74,118.351,N#C/C(=C\c1sc2c(c1)sc1c2sc(c1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,479.0,627.0,692.0,12.3,0.639,5.44
1255,CCc1ccc(cc1)N(c2ccc(cc2)CC)c3ccc(cc3)-c4ccc(c(c45)nc(-c6ccccc6)c(n5)-c7ccccc7)-c8ccc(s8)-c9ccc(s9)/C=C(\C#N)C(=O)O,1256,841.051,15.074,3,0,11,62,0,0,9,146.59,132.506,249.9169,123.465,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,486.0,636.0,728.0,11.5,0.626,5.24
1256,c1ccccc1-c(n2)c(-c3ccccc3)nc(c24)c(ccc4-c5sc(cc5)/C=C(\C#N)C(=O)O)-c6ccc(cc6)N(c(c7)ccc(c78)c9c(C8(CC)CC)cccc9)c(c1)ccc(c12)c1c(C2(CC)CC)cccc1,1257,991.247,17.5832,3,0,12,75,0,0,12,118.35,154.841,303.2352,147.417,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,477.0,669.0,650.0,15.6,0.65,6.59
1257,c1ccccc1-c(n2)c(-c3ccccc3)nc(c24)c(ccc4-c5sc(cc5)/C=C(\C#N)C(=O)O)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,1258,702.821,11.5164,3,0,8,53,0,0,8,118.35,117.005,209.153,104.767,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,,,670.0,16.0,0.67,7.18
1258,O=C1NC(=O)/C(N1)=C/c2ccc(s2)-c3ccc(c(c34)nsn4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,1259,571.6714,7.4764,4,2,6,41,0,0,7,143.7,90.337,164.0238,78.713,O=C1NC(=O)C(=Cc2ccc(s2)c2ccc(c3c2nsn3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)N1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201601305,triphenylamine,522.0,,612.0,10.77,0.74,4.9
1259,COc1ccc(cc1)N(c2ccc(cc2)OC)c3ccc(cc3)-c4ccc(c(c45)nsn5)-c6ccc(s6)/C=C7/NC(=O)NC7=O,1260,631.7234,7.4436,6,2,8,45,0,0,7,162.16,100.671,176.9502,83.657,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C1NC(=O)NC1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201601305,triphenylamine,515.0,,644.0,16.23,0.726,7.58
1260,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(s4)/C=C(\C#N)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7ccc(s7)-c8cccc(c89)N(c1ccccc1)C1C9C2CCC1C2,1261,954.2119,15.7822,5,0,14,70,0,4,12,177.3,143.838,278.4153,131.107,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,630.0,,570.0,6.8,0.69,2.7
1261,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(cc4)/C=C(/C#N)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7ccc(s7)-c8cccc(c89)N(c1ccccc1)C1C9C2CCC1C2,1262,948.1842,15.7345,5,0,14,71,0,4,12,149.06,146.005,282.072,132.673,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,669.0,,530.0,3.4,0.68,1.2
1262,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(s4)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7ccc(s7)-c8cccc(c89)N(c1ccccc1)C1C9C2CCC1C2,1263,903.1652,15.582,4,0,14,66,0,4,12,153.51,131.671,262.7757,125.777,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,617.0,,610.0,12.5,0.62,4.8
1263,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(cc4)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7ccc(s7)-c8cccc(c89)N(c1ccccc1)C1C9C2CCC1C2,1264,897.1375,15.4276,4,0,14,67,0,4,12,125.27,133.838,266.4324,127.343,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,644.0,,550.0,7.5,0.69,2.8
1264,OC(=O)c(c1)ccc(c12)[N+](C)=C(C2(C)C)/C=C/c(c3)cc(c4c35)C(C)(C)c6c7c(ccc6)C(C)(C)c8c(N47)c(C5(C)C)ccc8.[I-],1265,720.6809,4.6506,0,0,3,46,0,0,8,43.55,90.005,182.031,89.247,OC(=O)c1ccc2c(c1)C(C)(C)C(=[N+]2C)/C=C/c1cc2c3c(c1)C(C)(C)c1c4N3c3c(C2(C)C)cccc3C(c4ccc1)(C)C.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triangulene,cyanine",588.0,735.0,385.0,16.65,0.5862,3.76
1265,CCCCCC[N+]1=C(C(C)(C)c(c12)cc(cc2)C(=O)O)/C=C/c(c3)cc(c4c35)C(C)(C)c6c7c(ccc6)C(C)(C)c8c(N47)c(C5(C)C)ccc8.[I-],1266,790.8138,6.8917,0,0,8,51,0,0,8,43.55,97.505,205.1062,98.422,CCCCCC[N+]1=C(/C=C/c2cc3c4c(c2)C(C)(C)c2c5N4c4c(C3(C)C)cccc4C(c5ccc2)(C)C)C(c2c1ccc(c2)C(=O)O)(C)C.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triangulene,cyanine",595.0,731.0,399.0,15.86,0.5963,3.78
1266,CCCCCC[N+]1=C(C(C)(C)c(c12)cc(cc2)C(=O)O)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5.[I-],1267,670.6222,5.0839,0,0,11,42,0,0,5,43.55,83.753,166.9975,84.229,CCCCCC[N+]1=C(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)C(c2c1ccc(c2)C(=O)O)(C)C.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triphenylamine,cyanine",551.0,574.0,343.0,4.19,0.5877,0.85
1267,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c(c12)ccc(c2)C(=O)O)CCCCCC)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5.[I-],1268,895.0475,12.3831,0,0,27,58,0,1,5,43.55,107.753,240.6135,113.589,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cc(cc2)C(=O)O)CCCCCC)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triphenylamine,cyanine",559.0,583.0,329.0,4.99,0.5934,0.98
1268,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(s4)/C=C(\C#N)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7cccc(c78)N(c9ccccc9)C1C8C2CCC1C2,1269,872.0883,14.1094,5,0,13,65,0,4,11,149.06,134.671,256.9358,119.749,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,564.0,,610.0,11.5,0.67,4.8
1269,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(cc4)/C=C(\C#N)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7cccc(c78)N(c9ccccc9)C1C8C2CCC1C2,1270,866.0605,14.0617,5,0,13,66,0,4,11,120.82,136.838,260.5925,121.315,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,602.0,,610.0,10.4,0.7,4.4
1270,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(cc4)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7cccc(c78)N(c9ccccc9)C1C8C2CCC1C2,1271,815.0138,13.7548,4,0,13,62,0,4,11,97.03,124.671,244.9529,115.985,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,685.0,,480.0,2.1,0.69,0.7
1271,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(s4)/C=C(/C#N)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7ccc(s7)-c8ccc(cc8)N9C1C(CC2)CC2C1c(c19)cccc1,1272,954.2119,15.7822,5,0,14,70,0,4,12,177.3,143.838,278.4153,131.107,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,604.0,,560.0,11.6,0.66,4.5
1272,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(cc4)/C=C(/C#N)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7ccc(s7)-c8ccc(cc8)N9C1C(CC2)CC2C1c(c19)cccc1,1273,948.1842,15.7345,5,0,14,71,0,4,12,149.06,146.005,282.072,132.673,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,641.0,,550.0,8.6,0.67,3.2
1273,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(s4)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7ccc(s7)-c8ccc(cc8)N9C1C(CC2)CC2C1c(c19)cccc1,1274,903.1652,15.582,4,0,14,66,0,4,12,153.51,131.671,262.7757,125.777,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,589.0,,630.0,13.3,0.64,5.4
1274,CCCCCCCCCCCCc1cc(sc1-c(c2)sc(c23)cc(s3)/C=C(/C#N)C(=O)O)-c4ccc(cc4)N5c(c6C7C(C8)CCC8C57)ccc(c6)-c9ccc(cc9)OC,1275,851.1918,16.0559,2,0,17,60,0,4,9,158.28,120.503,246.9073,113.308,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccc(cc2C2C1C1CCC2C1)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501190,indoline,498.0,,714.0,10.5,0.5670000000000001,4.24
1275,CCCCCCCCCCCCc1cc(sc1-c(c2)sc(c23)cc(s3)/C=C(/C#N)C(=O)O)-c(c4)ccc(c45)N(C6C5C7CCC6C7)c8ccc(cc8)-c9cccs9,1276,827.1935,15.7982,1,0,16,57,0,4,9,177.29,113.169,237.1594,109.27,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1cccs1)C3,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501190,indoline,520.0,,703.0,10.5,0.575,4.23
1276,CCCCCCCCCCCCc1cc(sc1-c(s2)cc(c23)sc(c3)/C=C(/C#N)C(=O)O)-c(c4)ccc(c45)N(C6C5C7CCC6C7)c8ccc(cc8)-c9ccc(cc9)OC,1277,851.1918,16.0559,2,0,17,60,0,4,9,158.28,120.503,246.9073,113.308,CCCCCCCCCCCCc1cc(sc1c1cc2c(s1)cc(s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1ccc(cc1)OC)C3,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501190,indoline,520.0,,695.0,6.5,0.657,2.96
1277,CCN1C(=S)S/C(C1=O)=c2/s/c(c(=O)n2CC(=O)O)=C\c(c3)ccc(c34)N(C5C4CCC5)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8,1278,741.94,9.1068,3,0,8,52,0,2,8,168.48,116.504,217.0109,97.72,CCN1C(=S)SC(=c2sc(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)c(=O)n2CC(=O)O)C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,triphenylamine,,,520.0,4.0,0.66,1.4
1278,CCCCCCCCn(n1)nc(c12)c(c3c(c2-c4ccc(cc4)C(=O)O)nc(-c5ccccc5)c(n3)-c6ccccc6)-c7ccc(s7)-c8ccc(cc8)N9C1C(CC2)CC2C1c(c19)cccc1,1279,897.1375,15.4276,4,0,14,67,0,4,12,125.27,133.838,266.4324,127.343,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,617.0,,560.0,7.9,0.7,3.1
1279,CCCCCCCCn(n1)nc(c12)c(-c3ccc(s3)C(=O)O)c4c(nc(-c5ccccc5)c(n4)-c6ccccc6)c2-c7ccc(cc7)N8c(cccc9)c9C1C(C2)CCC2C18,1280,821.0415,13.9092,4,0,13,61,0,4,11,125.27,122.504,241.2962,114.419,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,529.0,,640.0,9.2,0.66,3.9
1280,N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)c4n(c5c3cccc5)c6c(c4)ccc(c6)C,1281,458.5304,7.3596,1,0,4,34,0,0,6,94.26,78.004,131.2017,65.062,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1016/j.tet.2009.04.077,indoline,453.0,,690.0,12.17,0.73,6.22
1281,N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5n(c6c4cccc6)c7c(c5)ccc(c7)C,1282,540.6541,9.0324,1,0,5,39,0,0,7,122.5,87.171,152.6812,76.42,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1016/j.tet.2009.04.077,indoline,411.0,,730.0,15.81,0.72,8.34
1282,CCCCCCCCn(n1)nc(c12)c(-c3ccc(cc3)C(=O)O)c4c(nc(-c5ccccc5)c(n4)-c6ccccc6)c2-c7ccc(cc7)N8c(cccc9)c9C1C(C2)CCC2C18,1283,815.0138,13.7548,4,0,13,62,0,4,11,97.03,124.671,244.9529,115.985,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,,,710.0,12.3,0.69,6.1
1283,CCCCCCCC[N+]1=C(C(C)(C)c(c12)cc(cc2)C(=O)O)C=C3C([O-])=C(C3=O)/C=C(C4(C)C)/N(CC)c(c45)ccc6c5cccc6,1284,630.8149,6.7274,1,0,11,47,0,0,6,83.68,103.838,188.7171,81.385,CCCCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)/C=C\2/N(CC)c3c(C2(C)C)c2ccccc2cc3)[O-])C(c2c1ccc(c2)C(=O)O)(C)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.01.016,"indoline,squaraine",,,630.0,8.2,0.73,3.76
1284,CCCCCCCCn(n1)nc(c12)c(-c3ccc(s3)/C=C(\C#N)C(=O)O)c4c(nc(-c5ccccc5)c(n4)-c6ccccc6)c2-c7ccc(cc7)N8c(cccc9)c9C1C(C2)CCC2C18,1285,872.0883,14.1094,5,0,13,65,0,4,11,149.06,134.671,256.9358,119.749,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,546.0,,630.0,4.4,0.71,2.0
1285,CCCCCCCCn(n1)nc(c12)c(-c3ccc(cc3)/C=C(\C#N)C(=O)O)c4c(nc(-c5ccccc5)c(n4)-c6ccccc6)c2-c7ccc(cc7)N8c(cccc9)c9C1C(C2)CCC2C18,1286,866.0605,14.0617,5,0,13,66,0,4,11,120.82,136.838,260.5925,121.315,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,575.0,,610.0,10.2,0.66,4.1
1286,CCCCCCCCOc1ccc(cc1)-c(n2CCCCCCCC)c(c(c23)cc(cc3)-c4ccc(s4)/C=C(/C#N)C(=O)O)-c(c(c56)cc(cc6)-c7ccc(s7)/C=C(/C#N)C(=O)O)c(n5CCCCCCCC)-c8ccc(cc8)OCCCCCCCC,1287,1219.681,23.322,4,0,37,88,0,0,8,206.98,186.34,358.2414,161.374,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ra12888e,indoline,459.0,,674.0,14.0,0.64,6.05
1287,CCCCCCCCOc(cc1)ccc1-c(n2CCCCCCCC)c(c(c23)cc(cc3)-c(cc4)sc4-c(cc5)sc5/C=C(C#N)\C(=O)O)-c(c(n6CCCCCCCC)-c7ccc(cc7)OCCCCCCCC)c(c68)cc(cc8)-c9ccc(s9)-c1ccc(s1)/C=C(/C#N)C(=O)O,1288,1383.9284,26.6676,4,0,40,98,0,0,10,263.46,204.674,401.2004,184.09,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ra12888e,indoline,484.0,,663.0,15.8,0.62,6.54
1288,CCCCCCC1(CCCCCC)c(c2c(c13)cccc3)c4c(n2CCCCCC)ccc(c4)-c5ccc(cc5)/C=C(\C#N)C(=O)O,1289,628.8852,12.8842,1,0,17,47,0,0,5,66.02,96.587,194.0088,86.734,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.12.028,indoline,416.0,,813.0,11.0,0.701,6.29
1289,CCCCCCC1(CCCCCC)c(c2c(c13)cccc3)c4c(n2CCCCCC)ccc(c4)-c5ccc(cc5)/C=C6\SC(=S)N(C6=O)CC(=O)O,1290,735.0519,13.6463,2,0,19,52,0,0,6,119.93,107.421,220.746,97.296,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.12.028,indoline,460.0,,700.0,4.23,0.75,2.22
1290,CCCCCCC1(CCCCCC)c(c2c(c13)cccc3)c4c(n2CCCCCC)ccc(c4)-c5ccc(cc5)/C=c6\sc(=C(C#N)C#N)[nH]c6=O,1291,708.9963,12.6473,3,1,17,52,0,0,6,113.61,105.754,218.511,96.702,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.12.028,indoline,434.0,,695.0,7.1,0.73,3.6
1291,CCCCCCC1(CCCCCC)c(c2c(c13)cccc3)c4c(n2CCCCCC)ccc(c4)-c5ccc(s5)/C=c6\sc(=C(C#N)C#N)[nH]c6=O,1292,715.024,13.3251,3,1,17,51,0,0,6,141.85,103.587,214.8543,95.136,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(s1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.12.028,indoline,498.0,,707.0,11.9,0.644,5.41
1292,O=C(O)/C(C#N)=C/c1oc(cc1)-c(cc2)cc(c23)n(CC(CC)CCCC)c4c3nc5c(n4)c(-c6ccc(cc6)N(c7ccccc7)c8ccccc8)ccc5-c9ccc(cc9)N(c1ccccc1)c1ccccc1,1293,979.1734,17.0739,4,0,17,75,0,1,11,111.42,157.84,294.3333,144.563,CCCCC(Cn1c2cc(ccc2c2c1nc1c(ccc(c1n2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(o1)/C=C(/C(=O)O)\C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.02.166,"indoline,triphenylamine",438.0,,817.0,12.9,0.6729999999999999,7.09
