,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent,VOC,JSC,FF,PCE
728,CCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OC,carbazole,407.0,,CH2Cl2,720.0,3.69,0.7,1.87
729,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,carbazole,489.0,601.0,CHCl3-CH3OH,630.0,11.27,0.61,4.35
730,N#CC(=Cc1ccc(o1)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,carbazole,489.0,596.0,CHCl3-CH3OH,680.0,12.22,0.6,4.96
731,N#CC(=Cc1ccc(cc1)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,carbazole,443.0,565.0,CHCl3-CH3OH,700.0,9.14,0.63,4.05
732,N#CC(=Cc1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,carbazole,411.0,528.0,ethanol,700.0,9.26,0.63,4.14
733,N#CC(=Cc1ccc(o1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,carbazole,390.0,480.0,CHCl3-CH3OH,710.0,8.43,0.63,3.74
734,N#CC(=Cc1ccc2c(c1)c1cc(ccc1n2CC)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,carbazole,374.0,,chloroform,611.0,4.5,0.68,1.9
740,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,carbazole,470.0,610.0,THF,701.0,10.52,0.68,5.01
742,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,carbazole,453.0,559.0,THF,712.0,9.36,0.67,4.47
744,CCCCCCCCC(n1c2ccc(cc2c2c1ccc(c2)c1sc(cc1CCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1sc(cc1CCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)CCCCCCCC,carbazole,470.0,610.0,THF,570.0,7.44,0.67,2.82
745,CCCCCCCCC(n1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CCCCCCCC,carbazole,484.0,617.0,THF,600.0,11.74,0.63,4.41
746,CCCCCCCCC(n1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CCCCCCCC,carbazole,480.0,582.0,THF,620.0,10.12,0.68,4.26
747,CCCCCCn1c2ccc(cc2c2c1ccc(c2)c1sc(cc1CCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1sc(cc1CCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N,carbazole,455.0,600.0,THF,640.0,10.63,0.67,4.55
748,CCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,carbazole,468.0,606.0,THF,550.0,9.99,0.66,3.64
749,CCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,carbazole,470.0,606.0,THF,610.0,12.66,0.62,4.82
764,CCCCOc1ccc(cc1)N(c1ccc2c(c1)n(CCCC)c1c2ccc(c1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCC,carbazole,485.0,570.0,dichloromethane,634.0,14.6,0.62,5.76
765,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N)N(c1ccc(cc1)OCCCC)c1ccc(cc1)OCCCC,carbazole,495.0,565.0,dichloromethane,520.0,4.47,0.58,1.36
770,CCCCCCCCOc1ccc(cc1)c1c2c3ccccc3n(c2c(c2c1n(CCCCCCCC)c1c2cc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCCCC)CCCCCCCC,carbazole,485.0,,dichloromethane,757.0,14.1,0.71,7.58
771,CCCCCCCCn1c2ccc(cc2c2c1c(c1ccc(cc1)OCC)c1c(c2c2ccc(cc2)OCC)n(c2c1cccc2)CCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,carbazole,505.0,,dichloromethane,738.0,13.9,0.68,6.98
772,CCCCCCCCn1c2ccc(cc2c2c1c(c1ccc(cc1)N(CC)CC)c1c(c2c2ccc(cc2)N(CC)CC)n(c2c1cccc2)CCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,carbazole,500.0,,dichloromethane,745.0,15.2,0.71,8.09
773,CCCCCCCCn1c2ccc(cc2c2c1c(c1ccc(cc1)CC)c1c(c2c2ccc(cc2)CC)n(c2c1cccc2)CCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,carbazole,476.0,,dichloromethane,729.0,12.6,0.68,6.25
774,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C(=O)O)C#N)c1cc2c(c3c1cccc3)n(c1c2cc(OC)cc1)C(CCCCC)CC,carbazole,477.0,,dichloromethane,744.0,14.8,0.68,7.54
775,CCCCCC(n1c2ccc(cc2c2c1c1ccccc1c(c2)c1ccc(o1)C=C(C(=O)O)C#N)OC)CC,carbazole,462.0,,dichloromethane,757.0,13.8,0.66,6.93
776,CCCCCC(n1c2ccc(cc2c2c1c1ccccc1c(c2)c1ccc(s1)C=C(C(=O)O)C#N)OC)CC,carbazole,458.0,,dichloromethane,729.0,12.4,0.66,6.01
777,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1cc2c3c(c1)c1ccccc1n3c1c2cccc1)/C(=O)O,carbazole,376.0,576.0,dichloromethane,640.0,7.57,0.5282,2.55
778,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)c1cc2c3c(c1)c1ccccc1n3c1c2cccc1)/C(=O)O,carbazole,379.0,553.0,dichloromethane,620.0,4.04,0.6385,1.59
779,N#C/C(=C\c1ccc(s1)c1cc2c3c(c1)c1ccccc1n3c1c2cccc1)/C(=O)O,carbazole,382.0,476.0,dichloromethane,660.0,9.78,0.5664,3.68
780,N#C/C(=C\c1ccc(cc1)c1cc2c3c(c1)c1ccccc1n3c1c2cccc1)/C(=O)O,carbazole,376.0,522.0,dichloromethane,690.0,7.05,0.5265,2.56
781,N#C/C(=C/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,carbazole,401.0,,dichloromethane,586.0,4.25,0.71,1.77
782,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC)c1ccc(cc1)/C=c/1\s/c(=C(/C(=O)O)\C#N)/nc1c1ccccc1,triphenylamine,628.0,,dichloromethane,560.0,12.6,0.723,5.1
783,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)n1c2ccc(cc2c2c1ccc(c2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)/C(=O)O,carbazole,465.0,,dichloromethane,643.0,10.65,0.71,4.86
784,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)n1c2ccccc2c2c1cccc2)/C(=O)O,carbazole,467.0,,dichloromethane,586.0,9.98,0.74,4.3
785,N#C/C(=C\c1ccc(s1)c1ccc(s1)n1c2ccccc2c2c1cccc2)/C(=O)O,carbazole,440.0,,dichloromethane,589.0,6.7,0.74,2.94
786,N#C/C(=C\c1ccc(s1)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,carbazole,416.0,,dichloromethane,601.0,6.17,0.74,2.74
794,CCCCCCn1c2ccc(cc2c2c1cccc2)c1cc(sc1c1sc(c(c1)c1ccc2c(c1)c1ccccc1n2CCCCCC)c1ccc2c(c1)c1ccccc1n2CCCCCC)/C=C(/C(=O)O)\C#N,carbazole,492.0,,dichloromethane,650.0,9.32,0.7,4.24
795,CCCCCCC(Cc1cc(sc1c1sc2c(c1)c1nonc1c1c2sc(c1)c1sc(cc1CC(CCCCCC)CCCC)c1ccc2c(c1)c1ccccc1n2CC)/C=C(/C(=O)O)\C#N)CCCC,carbazole,462.0,702.0,THF,680.0,12.43,0.72,5.98
796,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1sc2c(c1)c1nn(nc1c1c2sc(c1)c1ccc2c(c1)n(CC(CCCC)CC)c1c2cccc1)CC(CCCC)CC,carbazole,,,-,725.0,14.46,0.72,8.51
804,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(s1)c1cc2c(s1)c1c(n2c2ccc3c(c2)C(CCCC)(CCCC)c2c3cccc2)cc(s1)/C=C(\C(=O)O)/C#N,carbazole,496.0,,THF,676.6,12.57,0.63,5.39
813,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,carbazole,488.0,575.0,dichloromethane,596.0,11.5,0.61,4.2
814,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,carbazole,500.0,545.0,dichloromethane,536.0,6.02,0.53,1.78
819,OC(=O)CCCCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1cnccn1,carbazole,402.0,477.0,"1,4-dioxane",550.0,4.48,0.64,1.58
820,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1cnccn1,carbazole,402.0,478.0,"1,4-dioxane",448.0,2.99,0.67,0.89
821,OC(=O)CCCCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccncc1,carbazole,396.0,467.0,"1,4-dioxane",568.0,7.04,0.59,2.35
822,OC(=O)CCCCCCn1c2cc(ccc2c2c1cc(cc2)c1ccncc1)N(c1ccccc1)c1ccccc1,carbazole,375.0,425.0,"1,4-dioxane",568.0,5.16,0.62,1.81
823,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccncc1,carbazole,396.0,464.0,"1,4-dioxane",548.0,5.63,0.6,1.84
824,c1ccc(cc1)N(c1ccc2c(c1)[nH]c1c2ccc(c1)c1ccc(s1)c1ccncc1)c1ccccc1,carbazole,394.0,465.0,"1,4-dioxane",540.0,5.8,0.6,1.89
825,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccncc1)N(c1ccccc1)c1ccccc1,carbazole,375.0,423.0,"1,4-dioxane",522.0,3.35,0.62,1.15
826,c1ccc(cc1)N(c1ccc2c(c1)[nH]c1c2ccc(c1)c1ccncc1)c1ccccc1,carbazole,372.0,423.0,"1,4-dioxane",524.0,3.16,0.63,1.04
827,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C(=O)O,carbazole,376.0,442.0,"1,4-dioxane",520.0,3.07,0.61,0.97
830,OC(=O)c1ccc(cc1)c1ccc2c(c1)[nH]c1c2ccc(c1)N(c1ccccc1)c1ccccc1,carbazole,374.0,438.0,"1,4-dioxane",503.0,2.96,0.61,0.91
846,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,carbazole,,,-,600.0,13.7,0.42,3.4
849,CCCCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,carbazole,497.0,647.0,THF,620.0,7.92,0.68,3.34
874,CCCCCCC(Cc1cc(sc1c1cc2c(s1)c1sc(cc1c1c2non1)c1sc(cc1CC(CCCCCC)CCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCC,triphenylamine,462.0,658.0,THF,700.0,12.6,0.71,6.18
883,N#C/C(=C\c1ccc2c(n1)ccc(c2)n1c2ccc(cc2c2c1ccc(c2)OC)OC)/C(=O)O,carbazole,452.0,550.0,chloroform,580.0,2.09,0.62,0.75
884,CCCCCCCCCCCCn1c2ccccc2c2c1ccc(c2)c1nc2ccc(cc2nc1c1ccc2c(c1)c1ccccc1n2CCCCCCCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,carbazole,445.0,,dichloromethane,600.0,5.84,0.62,2.17
885,CCCCCCn1c2ccccc2c2c1ccc(c2)c1nc2ccc(cc2nc1c1ccc2c(c1)c1ccccc1n2CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,carbazole,425.0,,dichloromethane,660.0,8.91,0.55,3.17
886,CCCCn1c2ccc(cc2c2c1cccc2)c1nc2cc(ccc2nc1c1ccc2c(c1)c1ccccc1n2CCCC)c1ccc(s1)C=C(C(=O)O)C#N,carbazole,435.0,,dichloromethane,680.0,10.41,0.6,4.27
887,N#CC(=Cc1ccc(s1)c1ccc2c(c1)nc(c(n2)c1ccc2c(c1)c1ccccc1n2CC)c1ccc2c(c1)c1ccccc1n2CC)C(=O)O,carbazole,445.0,,dichloromethane,620.0,7.31,0.57,2.58
895,CCCCCCCCn1c2ccccc2c2c1ccc1c2c2c3cc(ccc3n(c2cc1)CCCCCCCC)/C=C(/C(=O)O)\C#N,carbazole,435.0,556.0,chloroform,660.0,8.4,0.57,3.18
899,CCCCCCn1c2ccc(cc2c2c1cccc2)c1c(/C=C(/C(=O)O)\C#N)sc(c1c1ccc2c(c1)c1ccccc1n2CCCCCC)/C=C(/C(=O)O)\C#N,carbazole,393.0,,chloroform,696.0,6.3,0.7,3.2
906,N#C/C(=C\c1sc(c2c1OCC(CO2)(C)C)c1sc(c2c1OCC(CO2)(C)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,499.0,,THF,756.0,9.54,0.62,4.45
909,N#CC(=Cc1ccc(cc1)C#Cc1ccc2c(c1)n(c1ccc(cc1)C(F)(F)F)c1c2ccc(c1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(=O)O,carbazole,395.0,524.0,dichloromethane,617.0,6.24,0.7020000000000001,2.7
912,N#CC(=Cc1ccc(cc1)C#Cc1ccc2c(c1)n(c1ccc(cc1)C(F)(F)F)c1c2ccc(c1)C#Cc1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(=O)O,carbazole,385.0,545.0,dichloromethane,642.0,5.96,0.705,2.7
913,N#CC(=Cc1ccc(cc1)C#Cc1ccc(s1)c1ccc(s1)C#Cc1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(=O)O,carbazole,420.0,540.0,dichloromethane,523.0,7.03,0.605,2.23
917,CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,405.0,597.0,THF,545.0,8.8,0.71,3.41
933,N#C/C(=C\c1ccc2c(c1)c1c(n2C)ccc2c1c1c3ccccc3n(c1cc2)C)/C(=O)O,carbazole,435.0,561.0,chloroform,560.0,7.46,0.6,2.49
938,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(cc1)C(=O)O)c1ccc(s1)c1ccc(cc1)C(=O)O,carbazole,383.0,461.0,"1,4-dioxane",480.0,4.6,0.62,1.37
939,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccncc1)c1ccc(s1)c1ccncc1,carbazole,378.0,448.0,"1,4-dioxane",542.0,5.88,0.64,2.04
940,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(c(c1)O)O)c1ccc(s1)c1ccc(c(c1)O)O,carbazole,370.0,412.0,"1,4-dioxane",304.0,0.47,0.49,0.07
941,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccncc1)c1ccc(s1)c1ccc(cc1)C(=O)O,carbazole,378.0,464.0,"1,4-dioxane",485.0,5.28,0.62,1.51
942,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccncc1)c1ccc(s1)c1ccc(c(c1)O)O,carbazole,373.0,465.0,"1,4-dioxane",299.0,0.4,0.48,0.06
943,CCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(c(c1)O)O,carbazole,364.0,,THF,416.0,1.51,0.5,0.31
944,CCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccncc1,carbazole,395.0,,THF,523.0,4.76,0.59,1.47
946,CCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(c(c1)O)O.CCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccncc1,carbazole,,,-,400.0,1.0,0.51,0.21
950,CCCCCCSc1ccc(cc1)N(c1ccc(cc1)SCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine,510.0,573.0,THF,716.0,16.2,0.63,7.39
951,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccncc1)c1ccc(s1)c1ccncc1.CCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(c(c1)O)O,carbazole,,,-,492.0,1.61,0.55,0.43
966,CCCCCCCCc1cc(sc1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(c2c1nsn2)c1cc(c(s1)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCCCC,triphenylamine,534.0,,dichloromethane,674.0,10.99,0.77,5.67
996,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine,494.0,,chloroform,646.0,15.8,0.75,7.66
998,N#CC(=Cc1ccc(cc1)c1cnc(c2c1nsn2)c1ccc(s1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,575.0,,dichloromethane,385.0,5.76,0.55,1.23
1041,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole,425.0,558.0,THF,610.0,5.78,0.68,2.42
1042,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole,458.0,562.0,THF,570.0,9.25,0.66,3.44
1043,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole,424.0,543.0,THF,600.0,4.16,0.68,1.67
1044,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole,457.0,558.0,THF,580.0,7.13,0.67,2.75
1045,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,imidazole,425.0,530.0,THF,570.0,3.76,0.65,1.39
1046,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,imidazole,459.0,562.0,THF,630.0,7.88,0.66,3.27
1049,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole,392.0,,THF,566.0,1.06,0.57,0.34
1050,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole,428.0,,THF,601.0,6.93,0.64,2.67
1052,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylamine,468.0,,THF,580.0,10.89,0.6,3.75
1059,CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,452.0,626.0,THF,524.0,11.4,0.63,3.75
1060,CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,464.0,624.0,THF,543.0,15.5,0.67,5.65
1080,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,422.0,,THF,660.0,14.2,0.6,5.68
1085,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole,426.0,,THF,583.0,3.09,0.56,1.02
1086,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,imidazole,404.0,,THF,573.0,4.07,0.69,1.6
1087,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,388.0,,THF,575.0,5.75,0.66,2.19
1088,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,414.0,,THF,558.0,7.91,0.63,2.78
1091,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)C1=C2C(=CC(=[N+]2[B-](n2c1c(C)cc2C)(F)F)C)C)/C=C(/C(=O)O)\C#N,bodipy,519.0,538.0,dichloromethane,455.0,2.3,0.69,0.72
1092,CCCCCCOc1ccc(c(c1)OCCCCCC)n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1cc2c(s1)c1c(n2c2cc(OCCCCCC)cc(c2)OCCCCCC)cc(s1)C1=C2C(=CC(=[N+]2[B-](n2c1c(C)cc2C)(F)F)C)C,bodipy,517.0,533.0,dichloromethane,553.0,8.9,0.7,3.45
1094,CCCCCCOc1cc(OCCCCCC)ccc1n1c2ccsc2c2c1cc(s2)/C=C(/C(=O)O)\C#N,bodipy,460.0,517.0,dichloromethane,560.0,7.5,0.7,2.94
1095,CC1=CC(=[N+]2C1=C(c1ccc(cc1)C(=O)O)c1c(C)cc(n1[B-]2(F)F)C)C,bodipy,503.0,519.0,dichloromethane,390.0,1.1,0.67,0.29
1147,N#CC(=Cc1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,triphenylamine,521.0,,chloroform,584.0,12.5,0.68,4.9
1150,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,491.0,,chloroform,601.0,14.4,0.67,5.8
1153,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,519.0,,chloroform,595.0,13.4,0.68,5.4
1169,N#C/C(=C\c1ccc(s1)c1ccc(c2c1sc(n2)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,420.0,592.0,THF,720.0,10.63,0.77,5.85
1170,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(s2)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,423.0,573.0,THF,700.0,10.04,0.77,5.43
1180,CCCCCCCCOc1cc2c3cc(sc3c3c(c2cc1OCCCCCCCC)cc(s3)CC(C(O)O)CN)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine,526.0,,THF,658.0,15.84,0.68,7.1
1182,N#C/C(=C\c1cc(c(s1)c1sc(cc1C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C)/C(=O)O,triphenylamine,462.0,,dichloromethane,691.0,13.07,0.6829999999999999,6.21
1183,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,446.0,,dichloromethane,749.0,9.43,0.722,5.07
1184,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,506.0,,dichloromethane,694.0,15.47,0.672,7.26
1185,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1cc(c(s1)c1sc(cc1C)/C=C(\C(=O)O)/C#N)C,triphenylamine,466.0,,dichloromethane,731.0,13.79,0.703,7.08
1186,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC,triphenylamine,458.0,,dichloromethane,744.0,9.89,0.7090000000000001,5.2
