Name,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
1791,CCCCC(Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1cc(c(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)CCCCCC)CCCCCC)c1ccc(s1)CC(CCCC)CC)c1cc(c(s1)c1cc(c(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)CCCCCC)CCCCCC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ta00332f,triphenylamine,484.0,,592.0,14.64,0.6920000000000001,5.85
1792,CCCCCCn1c(nc(c1c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,"triphenylamine, carbazole",398.0,562.0,640.0,6.96,0.72,3.21
1793,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc(c(n1CCCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,"triphenylamine, carbazole",400.0,587.0,670.0,7.15,0.69,3.29
1794,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc(c(n1CCCCCC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,triphenylamine,484.0,608.0,640.0,8.04,0.66,3.34
1795,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc2c(n1CCCCCC)c1cc(sc1c1c2cc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,triphenylamine,460.0,653.0,620.0,8.27,0.69,3.54
1796,CCCCCCn1c2ccc(cc2c2c1cccc2)c1[nH]c(c(n1)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,triphenylamine,388.0,585.0,650.0,9.03,0.7,4.11
1798,N#C/C(=C\c1ccc2c(c1)c1cc(ccc1C12c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)/C=C(/C(=O)O)\C#N)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/ol902314z,triphenylamine,392.0,535.0,630.0,8.9,0.67,3.75
1801,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccncc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.06.009,triphenylamine,,,540.0,1.34,0.5,0.36
1802,C[n+]1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.06.009,triphenylamine,,,510.0,0.8,0.48,0.19
1803,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1cc(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.06.009,triphenylamine,,,457.0,6.17,0.5,1.41
1804,C[n+]1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)cc(cc1/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.06.009,triphenylamine,,,650.0,10.3,0.5,3.35
1811,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.07.063,triphenylamine,470.0,578.0,662.0,12.57,0.6629999999999999,5.5
1812,CN(c1ccc(cc1)/C=C/c1ccc(s1)C=C(C(=O)O)C#N)CCO[Si](C(C)(C)C)(C)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.07.063,triphenylamine,491.0,616.0,655.0,15.14,0.64,6.4
1813,N#CC(=Cc1ccc(c2c1nsn2)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.07.063,triphenylamine,524.0,637.0,563.0,6.37,0.6579999999999999,2.4
1814,N#CC(=Cc1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.07.063,triphenylamine,471.0,617.0,630.0,10.26,0.659,4.3
1821,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(o2)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C1=O)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.017,indole,579.0,,548.0,8.13,0.69,3.09
1823,CCCCOc1ccc(cc1)N(c1ccc2c(c1)ccc(n2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.saa.2017.09.002,triphenylamine,466.0,554.0,680.0,6.13,0.73,3.07
1831,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,481.0,620.0,690.0,17.7,0.66,8.06
1832,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,471.0,642.0,670.0,16.9,0.66,7.47
1826,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,467.0,628.0,739.0,11.7,0.653,5.65
1833,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,515.0,690.0,620.0,15.8,0.64,6.27
1828,N#C/C(=C\c1sc2c(c1)sc1c2sc(c1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,479.0,627.0,692.0,12.3,0.639,5.44
1829,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,486.0,636.0,728.0,11.5,0.626,5.24
1834,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,477.0,669.0,650.0,15.6,0.65,6.59
1835,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,,,670.0,16.0,0.67,7.18
1842,O=C1NC(=O)C(=Cc2ccc(s2)c2ccc(c3c2nsn3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)N1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201601305,triphenylamine,522.0,,612.0,10.77,0.74,4.9
1843,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C1NC(=O)NC1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201601305,triphenylamine,515.0,,644.0,16.23,0.726,7.58
1844,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,630.0,,570.0,6.8,0.69,2.7
1845,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,669.0,,530.0,3.4,0.68,1.2
1846,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,617.0,,610.0,12.5,0.62,4.8
1847,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,644.0,,550.0,7.5,0.69,2.8
1852,OC(=O)c1ccc2c(c1)C(C)(C)C(=[N+]2C)/C=C/c1cc2c3c(c1)C(C)(C)c1c4N3c3c(C2(C)C)cccc3C(c4ccc1)(C)C.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triangulene,cyanine",588.0,735.0,385.0,16.65,0.5862,3.76
1853,CCCCCC[N+]1=C(/C=C/c2cc3c4c(c2)C(C)(C)c2c5N4c4c(C3(C)C)cccc4C(c5ccc2)(C)C)C(c2c1ccc(c2)C(=O)O)(C)C.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triangulene,cyanine",595.0,731.0,399.0,15.86,0.5963,3.78
1854,CCCCCC[N+]1=C(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)C(c2c1ccc(c2)C(=O)O)(C)C.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triphenylamine,cyanine",551.0,574.0,343.0,4.19,0.5877,0.85
1855,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cc(cc2)C(=O)O)CCCCCC)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triphenylamine,cyanine",559.0,583.0,329.0,4.99,0.5934,0.98
1856,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,564.0,,610.0,11.5,0.67,4.8
1857,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,602.0,,610.0,10.4,0.7,4.4
1859,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,685.0,,480.0,2.1,0.69,0.7
1860,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,604.0,,560.0,11.6,0.66,4.5
1861,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,641.0,,550.0,8.6,0.67,3.2
1862,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,589.0,,630.0,13.3,0.64,5.4
1890,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccc(cc2C2C1C1CCC2C1)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501190,indoline,498.0,,714.0,10.5,0.5670000000000001,4.24
1891,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1cccs1)C3,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501190,indoline,520.0,,703.0,10.5,0.575,4.23
1892,CCCCCCCCCCCCc1cc(sc1c1cc2c(s1)cc(s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1ccc(cc1)OC)C3,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501190,indoline,520.0,,695.0,6.5,0.657,2.96
1893,CCN1C(=S)SC(=c2sc(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)c(=O)n2CC(=O)O)C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,triphenylamine,,,520.0,4.0,0.66,1.4
1894,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,617.0,,560.0,7.9,0.7,3.1
1895,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,529.0,,640.0,9.2,0.66,3.9
1897,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1016/j.tet.2009.04.077,indoline,453.0,,690.0,12.17,0.73,6.22
1898,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1016/j.tet.2009.04.077,indoline,411.0,,730.0,15.81,0.72,8.34
1899,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,,,710.0,12.3,0.69,6.1
1900,CCCCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)/C=C\2/N(CC)c3c(C2(C)C)c2ccccc2cc3)[O-])C(c2c1ccc(c2)C(=O)O)(C)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.01.016,"indoline,squaraine",,,630.0,8.2,0.73,3.76
1901,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,546.0,,630.0,4.4,0.71,2.0
1902,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,indoline,575.0,,610.0,10.2,0.66,4.1
1905,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ra12888e,indoline,459.0,,674.0,14.0,0.64,6.05
1906,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ra12888e,indoline,484.0,,663.0,15.8,0.62,6.54
1907,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.12.028,indoline,416.0,,813.0,11.0,0.701,6.29
1908,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.12.028,indoline,460.0,,700.0,4.23,0.75,2.22
1909,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.12.028,indoline,434.0,,695.0,7.1,0.73,3.6
1910,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(s1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.12.028,indoline,498.0,,707.0,11.9,0.644,5.41
1911,CCCCC(Cn1c2cc(ccc2c2c1nc1c(ccc(c1n2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(o1)/C=C(/C(=O)O)\C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.02.166,"indoline,triphenylamine",438.0,,817.0,12.9,0.6729999999999999,7.09
1912,CCCCC(Cn1c2nc3c(ccc(c3nc2c2c1cc(cc2)c1ccc(s1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.02.166,"indoline,triphenylamine",462.0,,707.0,9.03,0.6809999999999999,4.35
1913,CCCCC(Cn1c2nc3c(ccc(c3nc2c2c1cc(cc2)c1ccc(o1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.02.166,"indoline,triphenylamine",476.0,,724.0,9.71,0.684,4.81
1960,CCCCC(Cn1c2cc(ccc2c2c1nc1c(ccc(c1n2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.02.166,"indoline,triphenylamine",428.0,,797.0,11.9,0.638,6.05
1918,CCCCC(Cn1c2cc3c(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(n3CC(CCCC)CC)ccc(c1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ol500663b,"indoline, carbazole",467.0,,690.0,12.45,0.7,6.02
1930,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1cccc(c1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.009,indoline,412.0,490.0,593.0,2.73,0.67,1.08
1932,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.009,indoline,401.0,520.0,568.0,7.38,0.65,2.72
1934,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.009,indoline,435.0,545.0,562.0,7.77,0.62,2.68
1948,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(o1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(o1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ra12888e,indoline,468.0,,701.0,12.7,0.66,5.87
1955,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)CCN2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1246/cl.160084,indoline,361.0,,525.0,12.28,0.6759999999999999,4.36
1957,N#C/C(=C\c1ccc2c(c1)nc(s2)c1ccc2c(c1)CCN2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1246/cl.160084,indoline,410.0,,572.0,13.51,0.6509999999999999,5.03
1962,CCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(s3)c3ccc4c(c3)N(CC4)c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1246/cl.160084,indoline,335.0,,373.0,6.32,0.608,1.43
1963,CCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)nc(s4)c3ccc4c(c3)CCN4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1246/cl.160084,indoline,390.0,,510.0,10.89,0.6679999999999999,3.71
1965,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/b809093a,indoline,554.0,641.0,656.0,18.99,0.6779999999999999,8.43
1966,N#CC(=Cc1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1cp20484j,indoline,438.0,508.0,568.0,4.63,0.67,1.79
1967,N#CC(=Cc1ccc(s1)c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1cp20484j,indoline,492.0,603.0,725.0,10.38,0.62,4.58
1968,N#CC(=Cc1ccc(s1)/C=C/c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1cp20484j,indoline,504.0,629.0,651.0,10.63,0.64,4.46
1969,N#CC(=Cc1ccc(s1)/C=C/c1ccc(s1)c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1cp20484j,indoline,518.0,644.0,632.0,6.43,0.65,2.53
1975,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)N(c1ccc(cc1)C)C1C2CCC1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1039/c2ee22108j,indoline,546.0,,618.0,16.25,0.72,7.22
