Name,SMILES,VOC,JSC,FF,PCE,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima
1685,N#C/C(=C\c1cn(cc1c1ccc(cc1)N(c1ccc(cc1)c1cn(cc1/C=C(/C(=O)O)\C#N)C)c1ccccc1)C)/C(=O)O,600,0.65,0.78,0.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6nj02720b,triphenylamine,,
1687,CCCCCCCCCCC(Cn1c(c2ccc(s2)c2sc(c3c2OCCO3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1=O)c(n(c2=O)CC(CCCCCCCCCC)CCCCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CCCCCCCC,420,7.8,0.54,1.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.07.022,triphenylamine,724,656
1688,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1cccs1)/C(=O)O,660,12.9,0.71,6.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2016.04.009,triphenylamine,421,557
1689,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)/C(=O)O,650,13.6,0.71,6.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2016.04.009,triphenylamine,436,555
1690,CCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N,630,16.8,0.63,6.65,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2010.03.034,triphenylamine,510,
1691,CCCCOc1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N,570,16.53,0.58,5.49,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2010.03.034,triphenylamine,506,
1692,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)C(=O)O,565,16.77,0.53,5.34,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2010.03.034,triphenylamine,484,
1693,N#CC(=Cc1ccc(s1)C=Cc1ccc(cc1)N(c1ccc(cc1)/C=C/c1ccc(s1)C=C(C(=O)O)C#N)c1ccccc1)C(=O)O,612,12.68,0.73,5.7,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/b910654e,triphenylamine,468,
1694,OC(=O)CN1C(=S)S/C(=C\c2ccc(s2)/C=C/c2ccc(cc2)N(c2ccc(cc2)/C=C/c2ccc(s2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)c2ccccc2)/C1=O,503,3.65,0.69,1.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/b910654e,triphenylamine,510,
1695,CCCCCCCCN(c1ccccc1)c1ccc(cc1)C=C1C(=O)NC(=O)NC1=O,550,3.71,0.75,1.53,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.06.018,diphenylamine,451,
1696,CCCCCCCCN(c1ccccc1)c1ccc(cc1)C=C1C(=O)NC(=S)NC1=O,490,1.37,0.66,0.44,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.06.018,diphenylamine,482,
1697,CCCCCCCCC1(CC=C(C=C1)NC(=C1C(=O)NC(=O)NC1=O)c1ccccc1)C=C1C(=O)NC(=O)NC1=O,510,2.63,0.75,1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.06.018,diphenylamine,467,
1698,CCCCCCCCN(c1ccc(cc1)C=C1C(=O)NC(=S)NC1=O)c1ccc(cc1)C=C1C(=O)NC(=S)NC1=O,510,1.09,0.72,0.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.06.018,diphenylamine,506,
1712,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(cc2)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C1=O)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)CC,582,13.16,0.73,5.56,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.017,indole,570,
1713,CCCCC1(CCCC)c2cc(ccc2c2c1cc(cc2)N(c1ccc2c(c1)c1ccccc1n2CC)c1ccc2c(c1)C(CCCC)(CCCC)c1c2ccc(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,497,2.04,0.68,0.69,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/ajoc.201402073,triphenylamine,492,
1716,Cc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O,728,12.61,0.667,6.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6tc03418g,indoline,484,
1717,Cc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O,695,13.22,0.683,6.28,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6tc03418g,indoline,482,
1718,Cc1ccc(cc1)N1C2CCCC2c2c1ccc(c2)c1ccc(c2c1nsn2)C#Cc1ccc(cc1)C(=O)O,786,13.44,0.675,7.13,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6tc03418g,indoline,508,
1721,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O,740,17.6,0.71,9.2,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/am508623e,indoline,531,
1722,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C=C(\C(=O)O)/C#N,711,18.3,0.694,9,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/am508623e,indoline,557,
1735,N#CC(=CC1COc2c(O1)c(sc2COCCCCCCCCOCc1sc(c2c1OCC(O2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,755,14.83,0.72,8.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta03451a,triphenylamine,501,
1736,N#CC(=Cc1sc(c2c1OC(COCCCCCCCCOCC1COc3c(O1)c(sc3C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,756,13.21,0.75,7.5,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta03451a,triphenylamine,494,
1737,N#CC(=CC1COc2c(O1)c(COCCCCCCCCOCc1sc(c3c1OC(CO3)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)sc2c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,752,12,0.73,6.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta03451a,triphenylamine,488,
1738,COCC1COc2c(O1)c(sc2C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,705,10.27,0.73,5.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta03451a,triphenylamine,496,
1739,COCC1COc2c(O1)c(C=C(C(=O)O)C#N)sc2c1ccc(cc1)N(c1ccccc1)c1ccccc1,694,9.69,0.73,4.9,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta03451a,triphenylamine,491,
1744,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1cc(cc(n1)c1cc(cc(n1)c1cc2c(s1)c1c(C2(CCCCCC)CCCCCC)cc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)C(=O)O)C(=O)O,682,7.01,0.69,3.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/cphc.201402822,triphenylamine,471,569
1745,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)C(c1c2sc(c1)c1ccc(c(n1)c1ccc(c(n1)c1sc2c(c1)C(c1c2sc(c1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)(CCCCCC)CCCCCC)C(=O)O)C(=O)O)(CCCCCC)CCCCCC,708,8.19,0.67,3.9,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/cphc.201402822,triphenylamine,478,584
1746,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,710,12.11,0.62,5.33,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b10162,triphenylamine,516,
1747,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(c(c1)c1cc(ccc1c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,740,14.42,0.62,6.61,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b10162,triphenylamine,503,
1748,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc(c(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc(sc1c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,740,14.71,0.63,6.86,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b10162,triphenylamine,483,
1749,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC,520,2.5,0.78,1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b10162,triphenylamine,,
1750,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC,580,3.72,0.66,1.43,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b10162,"triphenylamine,phenothiazine",,
1751,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2cc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,630,9.25,0.61,3.56,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b10162,triphenylamine,,
1752,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c1c2cc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,620,7.92,0.68,3.34,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b10162,triphenylamine,,
1753,CCCCCCOc1ccc(cc1)C(c1cc(cc(c1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,450,1.34,0.76,0.46,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b10162,triphenylamine,,
1760,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cc(cc2)C(=O)O)CCCCCC)/C=C/c1cc2c3c(c1)C(C)(C)c1c4N3c3c(C2(C)C)cccc3C(c4ccc1)(C)C.[I-],416,20.04,0.5203,4.34,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triangulene,cyanine",606,734
1762,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(s2)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C1=O)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)CC,579,13.39,0.71,5.5,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.017,indole,579,
1764,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)/C=C(/C(=O)O)\C#N,500,2.66,0.64,0.86,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.009,indoline,355,460
1766,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)c1ccc(s1)/C=C(/C(=O)O)\C#N,579,9.29,0.64,3.45,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.009,indoline,396,506
1928,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,543,4.43,0.68,1.65,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.009,indoline,410,500
1768,CCCCCCCCCCCCc1cc(sc1c1cc2c(s1)cc(s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)C3,751,10,0.586,4.38,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501190,indoline,516,
1769,OC(=O)N1C(=S)S/C(=C\c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,632,6.65,0.738,3.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.7b04233,triphenylamine,503,
1770,N#C/C(=c/1\s/c(=C\c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)/c(=O)n1C)/C(=O)O,699,12.89,0.696,6.27,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.7b04233,triphenylamine,496,
1771,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C#Cc1cc2CCCc3ccc(CCCc1cc2)cc3)c1ccc(cc1)C#Cc1cc2CCCc3ccc(CCCc1cc2)cc3)/C(=O)O,681,14.5,0.61,6.02,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.09.043,triphenylamine,446,556
1772,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C#Cc1ccccc1)c1ccc(cc1)C#Cc1ccccc1)/C(=O)O,635,14.01,0.6,5.34,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.09.043,triphenylamine,445,552
1773,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/Cc1cc2CCCc3ccc(CCCc1cc2)cc3)c1ccc(cc1)/C=C/Cc1cc2CCCc3ccc(CCCc1cc2)cc3)/C(=O)O,663,14.67,0.63,6.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.09.043,triphenylamine,479,556
1816,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1ccccc1)c1ccc(cc1)/C=C/c1ccccc1)/C(=O)O,663,14.67,0.63,6.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.09.043,triphenylamine,477,555
1775,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,642,15.14,0.62,6.01,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.09.043,triphenylamine,458,564
1778,N#C/C(=C\c1ccc(s1)c1sc(cc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,630,16.97,0.65,7.02,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta14404f,triphenylamine,478,636
1779,N#C/C(=C\c1ccc(cc1)c1sc(cc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,650,13.75,0.62,5.56,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta14404f,triphenylamine,451,626
1780,N#C/C(=C\c1ccc(cc1)c1sc(cc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,550,7.94,0.59,2.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta14404f,triphenylamine,462,512
1781,CCCCCCn1c2ccc(cc2c2c1cccc2)c1ccc(s1)c1sc(c(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,630,16.98,0.68,7.28,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta14404f,triphenylamine,482,654
1790,N#C/C(=C\c1ccc(s1)c1sc(cc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,620,15.63,0.66,6.33,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta14404f,triphenylamine,472,621
1791,CCCCC(Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1cc(c(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)CCCCCC)CCCCCC)c1ccc(s1)CC(CCCC)CC)c1cc(c(s1)c1cc(c(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)CCCCCC)CCCCCC)CC,592,14.64,0.692,5.85,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ta00332f,triphenylamine,484,
1792,CCCCCCn1c(nc(c1c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,640,6.96,0.72,3.21,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,"triphenylamine, carbazole",398,562
1793,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc(c(n1CCCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,670,7.15,0.69,3.29,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,"triphenylamine, carbazole",400,587
1794,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc(c(n1CCCCCC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,640,8.04,0.66,3.34,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,triphenylamine,484,608
1795,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc2c(n1CCCCCC)c1cc(sc1c1c2cc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,620,8.27,0.69,3.54,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,triphenylamine,460,653
1796,CCCCCCn1c2ccc(cc2c2c1cccc2)c1[nH]c(c(n1)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,650,9.03,0.7,4.11,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201501131,triphenylamine,388,585
1798,N#C/C(=C\c1ccc2c(c1)c1cc(ccc1C12c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)/C=C(/C(=O)O)\C#N)N(c1ccccc1)c1ccccc1)/C(=O)O,630,8.9,0.67,3.75,I/I3,TiO2,AM 1.5G,10.1021/ol902314z,triphenylamine,392,535
1801,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccncc1,540,1.34,0.5,0.36,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.06.009,triphenylamine,,
1802,C[n+]1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,510,0.8,0.48,0.19,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.06.009,triphenylamine,,
1803,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1cc(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,457,6.17,0.5,1.41,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.06.009,triphenylamine,,
1804,C[n+]1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)cc(cc1/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,650,10.3,0.5,3.35,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.06.009,triphenylamine,,
1811,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,662,12.57,0.663,5.5,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.07.063,triphenylamine,470,578
1812,CN(c1ccc(cc1)/C=C/c1ccc(s1)C=C(C(=O)O)C#N)CCO[Si](C(C)(C)C)(C)C,655,15.14,0.64,6.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.07.063,triphenylamine,491,616
1813,N#CC(=Cc1ccc(c2c1nsn2)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,563,6.37,0.658,2.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.07.063,triphenylamine,524,637
1814,N#CC(=Cc1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,630,10.26,0.659,4.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.07.063,triphenylamine,471,617
1821,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(o2)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C1=O)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)CC,548,8.13,0.69,3.09,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.017,indole,579,
1823,CCCCOc1ccc(cc1)N(c1ccc2c(c1)ccc(n2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCC,680,6.13,0.73,3.07,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.saa.2017.09.002,triphenylamine,466,554
1831,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,690,17.7,0.66,8.06,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,481,620
1832,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,670,16.9,0.66,7.47,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,471,642
1826,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,739,11.7,0.653,5.65,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,467,628
1833,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,620,15.8,0.64,6.27,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,515,690
1828,N#C/C(=C\c1sc2c(c1)sc1c2sc(c1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,692,12.3,0.639,5.44,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,479,627
1829,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,728,11.5,0.626,5.24,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,486,636
1834,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,650,15.6,0.65,6.59,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,477,669
1835,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,670,16,0.67,7.18,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201402342,triphenylamine,,
1842,O=C1NC(=O)C(=Cc2ccc(s2)c2ccc(c3c2nsn3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)N1,612,10.77,0.74,4.9,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201601305,triphenylamine,522,
1843,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C1NC(=O)NC1=O,644,16.23,0.726,7.58,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201601305,triphenylamine,515,
