,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
1413,16.0,0.0,0.0,1.0,0.0,19.0,1.0,-2.0,956.372,7.079,1652.959,824.591,162.74,592.028,73.599,3102.155,1.0,4.0,0.0161524,0.0024199,0.6223173,111.448,36.538,41.828,10.071,17.756,-23.514,-20.822,-8.659,71.818,-3.202,92.404,-0.609,7.798,2.055,5.0,5.506,1.0,100.0,0.0,0.0,79.692,5.0,2.0,1.0,40.0,0.0,40.0,0.0,68.0,7.19887301722441e-19,CCCCCCCCCCCCN(c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp304489t,diphenylamine,472.0,635.0,700.0,10.89,0.67,5.12
1415,8.0,0.0,0.0,1.0,0.0,19.0,1.0,-2.0,540.701,9.027,1067.851,553.464,165.46,348.927,0.0,1894.557,1.0,5.5,0.0430157,0.0051505,0.6934141,60.799,20.888,24.825,8.479,8.684,-11.593,-10.127,-6.349,67.677,-2.876,34.248,-1.516,7.899,1.314,3.0,1.717,1.0,84.639,0.0,0.0,92.641,6.0,2.0,1.0,18.0,0.0,18.0,0.0,40.0,4.20878680438959e-08,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400196w,triphenylamine,,,770.0,8.5,0.65,4.25
1416,9.0,0.0,0.0,1.0,0.0,19.0,1.0,-2.0,622.821,7.02,1174.337,564.316,160.313,429.522,20.186,2104.37,1.0,5.5,0.0234197,0.0046835,0.6762707,69.965,23.924,27.895,9.255,10.24,-13.652,-12.138,-7.011,75.728,-2.869,49.885,-1.137,7.779,1.576,4.0,2.306,1.0,94.618,0.0,0.0,90.237,6.0,2.0,1.0,23.0,0.0,23.0,0.0,45.0,1.0119024791826102e-09,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400196w,triphenylamine,514.0,,697.0,11.3,0.66,5.19
1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCOc1cc(OCCCCCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ncc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am507824h,triphenylamine,541.0,,790.0,15.35,0.64,7.74
1423,5.0,0.0,0.0,1.0,0.0,10.0,1.0,-2.0,528.557,6.154,880.957,27.771,163.646,622.631,66.908,1602.25,1.0,4.0,0.0236333,0.0045405,0.7516753,57.493,18.793,23.958,10.41,8.069,-10.533,-11.1,-6.712,70.411,-1.806,83.128,-1.382,8.015,1.59,1.0,1.626,1.0,81.344,66.908,0.0,77.286,4.0,2.0,1.0,28.0,0.0,28.0,0.0,40.0,6.42937515640944e-07,N#C/C(=C\c1c(F)cc(cc1F)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.12.013,triphenylamine,421.0,611.0,640.0,9.21,0.68,4.01
1430,12.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,810.925,2.589,1263.15,124.835,156.312,948.544,33.459,2359.949,1.0,5.5,0.0028394,0.0043542,0.6786491,92.855,29.952,37.027,15.624,12.578,-17.314,-17.751,-9.448,82.641,-2.039,64.818,-0.387,7.973,1.728,2.0,3.543,1.0,100.0,0.0,0.0,94.352,8.0,2.0,1.0,53.0,0.0,53.0,2.0,61.0,1.6150419082953998e-12,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3cp51633d,triphenylamine,486.0,,695.0,12.21,0.72,6.15
1446,3.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,424.476,3.923,739.409,12.145,191.766,512.549,22.948,1302.412,1.0,6.0,0.0118139,0.0081146,0.7800326,46.369,15.784,20.879,12.128,4.806,-7.457,-7.824,-5.728,38.105,-1.903,24.587,-2.576,8.063,1.862,5.0,0.503,1.0,83.384,0.0,0.0,99.719,6.0,0.0,1.0,23.0,0.0,23.0,0.0,31.0,3.9297878561219e-05,N#C/C(=C\c1cnc(nc1)c1ccc(s1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.02.002,diphenylthienylamine,484.0,560.0,640.0,7.4,0.71,3.34
1447,15.0,0.0,0.0,1.0,0.0,17.0,1.0,-2.0,938.175,5.449,1518.069,339.64,183.484,960.413,34.532,2869.683,1.0,8.5,0.0103483,0.0055992,0.6433238,106.947,36.001,43.343,17.253,14.328,-19.075,-19.247,-10.076,45.659,-3.332,34.598,0.114,7.867,2.312,5.0,3.85,1.0,100.0,0.0,0.0,122.908,9.0,2.0,1.0,53.0,0.0,53.0,0.0,69.0,1.02700612713045e-13,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,triphenylamine,592.0,,610.0,7.1,0.59,2.6
1448,3.0,0.0,0.0,1.0,0.0,10.0,1.0,-2.0,460.506,4.853,826.521,25.274,164.05,598.864,38.332,1469.027,1.0,4.0,0.0160312,0.0048396,0.7561324,51.935,17.52,21.712,10.11,7.074,-9.407,-9.443,-6.527,69.793,-1.858,57.421,-1.473,7.998,1.611,3.0,1.252,1.0,88.405,38.332,0.0,77.88,4.0,1.0,1.0,24.0,0.0,24.0,0.0,35.0,6.07288063118169e-06,N#C/C(=C\c1ccc(cc1F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.12.013,triphenylamine,436.0,615.0,670.0,11.2,0.69,5.19
1449,5.0,0.0,0.0,1.0,0.0,10.0,1.0,-2.0,492.576,4.739,868.612,27.396,163.91,677.306,0.0,1575.502,1.0,4.0,0.0142529,0.004605,0.7538506,56.945,19.344,23.398,10.73,7.704,-10.014,-10.35,-6.938,70.007,-1.962,35.524,-1.194,7.916,1.459,2.0,1.551,1.0,92.123,0.0,0.0,76.942,4.0,1.0,1.0,28.0,0.0,28.0,0.0,38.0,3.05103269848128e-06,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.12.013,triphenylamine,434.0,611.0,680.0,9.99,0.68,4.58
1450,5.0,0.0,0.0,1.0,0.0,10.0,1.0,-2.0,510.566,5.128,875.45,25.116,164.018,647.892,38.425,1589.271,1.0,4.0,0.0165462,0.0045691,0.7523137,57.215,19.031,23.664,10.561,7.904,-10.307,-10.725,-6.822,69.843,-1.877,57.532,-1.3,7.974,1.58,2.0,1.589,1.0,80.315,38.425,0.0,76.988,4.0,2.0,1.0,28.0,0.0,28.0,0.0,39.0,1.26163526580042e-06,N#C/C(=C\c1ccc(cc1F)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.12.013,triphenylamine,427.0,600.0,670.0,10.84,0.65,4.73
1451,11.0,0.0,0.0,1.0,0.0,19.0,1.0,-2.0,624.796,5.18,1168.757,559.762,191.83,393.99,23.176,2084.819,1.0,7.5,0.0128684,0.0064171,0.675284,68.843,23.755,28.537,11.186,8.967,-12.686,-11.33,-6.858,38.052,-3.329,24.621,-1.843,7.852,1.833,6.0,1.79,1.0,81.815,0.0,0.0,114.135,8.0,2.0,1.0,23.0,0.0,23.0,0.0,45.0,1.8496973861366e-09,CCCCCCOc1ccc(cc1)N(c1ccc(s1)c1ncc(cn1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.02.002,diphenylthienylamine,502.0,590.0,671.0,10.48,0.67,4.71
1452,10.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,684.901,5.476,1081.013,11.25,159.492,838.448,71.822,2026.983,1.0,4.0,0.0147941,0.0037002,0.7165299,78.478,25.602,31.561,12.995,11.103,-14.75,-15.093,-8.31,77.096,-1.753,97.554,-0.833,7.937,1.81,5.0,2.95,1.0,100.0,0.0,0.0,77.427,4.0,2.0,1.0,41.0,0.0,41.0,1.0,49.0,1.78904206763061e-10,N#C/C(=C\c1sc2c(c1)[Si](c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.02.002,triphenylamine,495.0,579.0,695.0,10.78,0.68,5.06
1453,15.0,0.0,0.0,1.0,0.0,19.0,1.0,-2.0,885.221,9.748,1513.186,555.176,160.363,724.725,72.921,2808.966,1.0,5.5,0.0338285,0.0036347,0.6362637,100.982,34.182,39.477,12.098,15.336,-20.199,-18.66,-9.066,75.644,-3.044,96.903,-0.098,7.765,1.785,5.0,4.306,1.0,100.0,0.0,0.0,92.837,6.0,2.0,1.0,41.0,0.0,41.0,1.0,63.0,4.472802823271621e-15,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)[Si](c1c2sc(c1)/C=C(/C(=O)O)\C#N)(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.02.002,triphenylamine,511.0,605.0,769.0,13.7,0.59,6.24
1454,13.0,0.0,0.0,1.0,0.0,19.0,1.0,-2.0,794.037,11.757,1364.483,525.438,162.574,615.897,60.575,2513.753,1.0,5.5,0.054986,0.0040308,0.6552572,88.128,29.947,35.141,11.01,13.238,-17.367,-16.446,-8.24,72.08,-2.957,78.713,-0.522,7.856,1.609,7.0,3.466,1.0,100.0,0.0,0.0,92.308,7.0,2.0,2.0,35.0,0.0,35.0,0.0,57.0,1.0265761074591699e-12,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.6b07356,triphenylamine,493.0,598.0,692.0,16.3,0.68,7.67
1455,6.0,0.0,0.0,1.0,0.0,9.0,1.0,-2.0,550.633,6.827,921.406,12.302,196.739,652.611,59.753,1666.052,1.0,6.0,0.0279767,0.0065118,0.7376319,60.975,20.839,26.464,13.124,7.378,-10.581,-11.023,-7.082,34.184,-2.243,34.782,-1.982,7.96,2.232,3.0,1.404,1.0,71.678,0.0,0.0,103.777,6.0,2.0,1.0,33.0,0.0,33.0,0.0,41.0,1.50548463670693e-07,N#C/C(=C\c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201001801,triphenylamine,455.0,,690.0,9.5,0.75,4.9
1457,9.0,0.0,0.0,1.0,0.0,9.0,1.0,-2.0,628.762,6.869,1020.047,11.139,163.813,787.195,57.901,1870.198,1.0,4.0,0.0252296,0.0039214,0.7196749,70.43,23.688,28.653,12.083,9.947,-13.23,-13.678,-8.015,70.155,-1.945,73.909,-0.901,7.975,2.019,5.0,2.419,1.0,92.311,0.0,0.0,77.475,4.0,2.0,1.0,36.0,0.0,36.0,0.0,46.0,4.642816861622171e-09,N#C/C(=C\c1ccc(s1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(s1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.5012/bkcs.2013.34.4.1081,"diphenylamine, anthracene",469.0,527.0,572.0,6.11,0.585,2.05
1458,10.0,0.0,0.0,1.0,0.0,9.0,1.0,-2.0,710.882,6.394,1127.039,11.324,163.773,863.426,88.516,2078.998,1.0,4.0,0.0196622,0.0035491,0.6989761,79.514,26.743,31.952,12.869,11.499,-15.354,-15.704,-8.713,70.217,-1.997,108.848,-0.632,7.932,2.024,6.0,3.009,1.0,100.0,0.0,0.0,77.495,4.0,2.0,1.0,41.0,0.0,41.0,0.0,51.0,7.339278748214001e-11,N#C/C(=C\c1ccc(s1)c1ccc(s1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(s1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.5012/bkcs.2013.34.4.1081,"diphenylamine, anthracene",485.0,548.0,587.0,7.89,0.722,3.34
1462,13.0,0.0,0.0,1.0,0.0,15.0,1.0,-2.0,897.295,5.312,1337.779,501.484,163.774,525.176,147.346,2632.969,1.0,4.0,0.010718,0.00299,0.6893046,94.601,29.932,36.804,9.773,14.917,-18.571,-19.394,-7.256,70.216,-2.277,228.602,-1.248,7.989,1.934,10.0,4.338,1.0,100.0,0.0,0.0,77.449,4.0,2.0,2.0,37.0,0.0,37.0,0.0,61.0,1.36143827519662e-14,N#C/C(=C\c1ccc(s1)c1sc2c(c1CC(CC(C)(C)C)C)sc1c2sc2c1sc(c2CC(CC(C)(C)C)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01825h,triphenylamine,485.0,,811.0,18.79,0.7331,11.18
1460,15.0,0.0,0.0,1.0,0.0,23.0,1.0,-2.0,925.349,5.787,1505.799,653.767,160.22,536.769,155.044,2850.01,1.0,4.0,0.0117501,0.0026564,0.6455981,98.261,33.434,37.505,8.47,16.385,-20.453,-19.987,-8.019,75.881,-3.005,273.952,-0.373,8.009,1.926,9.0,4.614,1.0,100.0,0.0,0.0,77.431,4.0,2.0,2.0,37.0,0.0,37.0,0.0,63.0,1.3803374745772801e-15,CCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01825h,triphenylamine,498.0,,780.0,16.86,0.69,9.02
1461,16.0,0.0,0.0,1.0,0.0,35.0,1.0,-2.0,1093.67,5.347,1898.313,1033.491,162.814,540.956,161.052,3584.137,1.0,4.0,0.0079767,0.0021071,0.5966508,119.976,42.513,44.339,6.815,21.16,-25.909,-23.545,-8.831,71.703,-4.2,277.971,0.746,7.997,1.878,10.0,6.212,1.0,100.0,0.0,0.0,77.736,4.0,2.0,2.0,37.0,0.0,37.0,0.0,75.0,7.51299115027396e-20,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01825h,triphenylamine,519.0,,780.0,15.54,0.62,7.6
1463,6.0,0.0,0.0,1.0,0.0,8.0,1.0,-2.0,566.63,11.935,934.727,16.633,216.606,667.722,33.766,1690.389,1.0,6.5,0.0842692,0.0069539,0.7341835,62.735,21.171,28.136,14.098,7.094,-10.665,-11.145,-7.21,22.153,-2.515,15.681,-2.391,8.08,1.774,3.0,1.402,1.0,66.643,0.0,0.0,113.315,6.0,2.0,2.0,33.0,0.0,33.0,0.0,42.0,4.97560675923335e-08,N#CC(=Cc1ccc(s1)c1cc2cc(ccc2oc1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c6pp00410e,"triphenylamine, coumarin",432.0,564.0,650.0,8.2,0.85,4.52
1464,10.0,0.0,0.0,1.0,0.0,8.0,1.0,-2.0,648.75,13.131,1044.282,16.49,216.358,747.935,63.499,1898.771,1.0,6.5,0.0908044,0.0062244,0.7101153,71.841,24.244,31.595,14.916,8.63,-12.798,-13.153,-7.982,22.273,-2.623,22.95,-2.104,8.064,1.825,4.0,1.976,1.0,75.68,0.0,0.0,113.29,6.0,2.0,2.0,38.0,0.0,38.0,0.0,47.0,8.12826026937511e-10,N#CC(=Cc1ccc(s1)c1ccc(s1)c1cc2cc(ccc2oc1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c6pp00410e,"triphenylamine, coumarin",467.0,594.0,640.0,9.21,0.75,4.4
1465,8.0,0.0,0.0,1.0,0.0,8.0,1.0,-2.0,642.727,10.866,1056.05,18.54,215.194,795.831,26.485,1926.824,1.0,6.5,0.0612717,0.006155,0.7091022,73.421,24.592,31.634,15.249,8.733,-12.853,-13.087,-8.227,22.846,-2.707,14.789,-1.914,8.052,1.535,3.0,2.054,1.0,76.48,0.0,0.0,113.208,6.0,2.0,2.0,39.0,0.0,39.0,0.0,48.0,1.10006621312663e-09,N#CC(=Cc1ccc(cc1)c1ccc(s1)c1cc2cc(ccc2oc1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c6pp00410e,"triphenylamine, coumarin",408.0,562.0,700.0,9.17,0.78,4.99
1466,17.0,0.0,0.0,1.0,0.0,31.0,1.0,-2.0,1247.693,19.953,1866.033,914.786,133.09,684.652,133.505,3715.315,1.0,7.0,0.1071578,0.0037513,0.6216934,129.166,42.805,51.062,11.341,20.897,-24.422,-26.372,-9.111,137.216,-3.273,396.066,1.416,7.806,1.665,11.0,6.032,1.0,100.0,0.0,0.0,106.719,10.0,2.0,2.0,52.0,0.0,52.0,0.0,88.0,1.23038989287841e-17,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)c1sc2c(c1)n(c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc(OCCCCCC)cc(c1)OCCCCCC)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.6b07356,triphenylamine,536.0,637.0,582.0,10.6,0.68,4.19
1467,15.0,0.0,0.0,1.0,0.0,18.0,1.0,-2.0,932.153,7.58,1444.691,291.878,184.706,945.169,22.937,2838.479,1.0,8.5,0.0202418,0.0058836,0.6710899,104.911,34.514,42.952,16.756,14.067,-17.5,-19.181,-9.554,44.456,-3.199,29.041,0.134,7.846,2.216,4.0,3.729,1.0,100.0,0.0,0.0,121.164,9.0,2.0,1.0,54.0,0.0,54.0,0.0,70.0,4.01776586745685e-12,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c(n1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201504277,triphenylamine,629.0,,580.0,7.3,0.62,2.6
1472,10.0,0.0,0.0,1.0,0.0,15.0,1.0,-2.0,720.946,6.72,1215.024,425.106,170.504,571.237,48.178,2250.79,1.0,6.0,0.0200655,0.0049382,0.6836022,79.746,26.373,32.211,11.771,11.165,-14.96,-14.637,-7.568,60.619,-2.655,55.828,-1.209,7.951,2.091,7.0,2.778,1.0,100.0,0.0,0.0,99.022,6.0,2.0,2.0,34.0,0.0,34.0,0.0,52.0,4.8766834398026494e-11,CCCCCc1nc2c3cc(sc3c3c(c2nc1CCCCC)cc(s3)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.5b06404,triphenylamine,496.0,,741.0,13.11,0.65,6.37
1473,15.0,0.0,0.0,1.0,0.0,27.0,1.0,-2.0,921.266,7.635,1633.001,960.384,169.086,438.746,64.785,3024.062,1.0,7.5,0.0192756,0.0045928,0.6193066,101.722,34.873,39.756,10.703,15.382,-20.18,-18.191,-7.977,62.525,-3.844,71.18,-0.498,7.783,2.057,7.0,4.097,1.0,100.0,0.0,0.0,112.527,8.0,2.0,2.0,34.0,0.0,34.0,0.0,66.0,1.9346859565297703e-15,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)c1nc(CCCCC)c(nc1c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.5b06404,triphenylamine,521.0,,662.0,9.31,0.65,4.03
1474,16.0,0.0,0.0,1.0,0.0,27.0,1.0,-2.0,1061.422,7.528,1805.668,1078.67,167.306,463.929,95.762,3343.833,1.0,9.0,0.0169495,0.0049843,0.5989036,114.76,39.233,45.118,12.766,16.915,-22.841,-20.889,-8.427,65.003,-3.938,109.723,-0.376,7.686,2.06,8.0,4.641,1.0,100.0,0.0,0.0,128.297,10.0,2.0,2.0,43.0,0.0,43.0,2.0,75.0,6.43908385982702e-18,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCCO2)c1sc2c(c1)c1nc(CCCCC)c(nc1c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.5b06404,triphenylamine,553.0,,655.0,9.01,0.68,4.01
1475,16.0,0.0,0.0,1.0,0.0,28.0,1.0,-2.0,1055.421,7.563,1779.635,959.119,200.044,513.928,106.544,3330.291,1.0,9.5,0.0171757,0.0053382,0.6060227,114.053,39.374,45.507,13.542,16.472,-22.005,-20.672,-8.55,31.804,-4.494,58.049,-0.708,7.728,2.277,7.0,4.441,1.0,100.0,0.0,0.0,137.83,10.0,2.0,2.0,43.0,0.0,43.0,0.0,75.0,2.04497955801959e-17,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)c1sc2c(c1)c1nc(CCCCC)c(nc1c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.5b06404,triphenylamine,529.0,,721.0,14.51,0.65,6.78
1476,11.0,0.0,0.0,1.0,0.0,13.0,1.0,-2.0,859.132,7.853,1359.507,670.9,198.011,367.421,123.175,2569.146,1.0,7.5,0.0240017,0.0055167,0.6672822,91.825,29.001,37.519,12.865,12.394,-17.623,-17.101,-6.86,33.248,-2.882,75.117,-2.626,8.04,2.232,6.0,3.411,1.0,100.0,0.0,0.0,123.949,8.0,2.0,1.0,43.0,0.0,43.0,5.0,61.0,4.83536058275339e-15,CCCCCc1nc2c3cc(sc3c3c(c2nc1CCCCC)cc(s3)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.5b06404,indoline,547.0,,685.0,17.61,0.59,7.12
1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C[N+]1=C(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)C(c2c1ccc(c2)C(=O)O)(C)C.[I-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.jpcc.7b04623,"triphenylamine,cyanine",549.0,576.0,347.0,6.46,0.6143,1.37
1597,13.0,0.0,0.0,2.0,0.0,14.0,2.0,-2.0,936.146,9.163,1399.924,149.231,328.764,807.085,114.843,2660.247,2.0,9.0,0.0315607,0.0090919,0.6632469,99.027,34.137,43.691,19.561,12.21,-17.36,-18.518,-7.215,0.485,-4.981,0.891,-3.391,8.104,2.122,6.0,3.041,1.0,66.892,0.0,0.0,163.329,9.0,2.0,2.0,47.0,0.0,47.0,0.0,66.0,1.6580452799558402e-15,CCCCn1c(nc2c1c(ccc2c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.01.068,triphenylamine,,,755.0,11.32,0.69,6.02
1479,14.0,0.0,0.0,2.0,0.0,14.0,2.0,-2.0,771.907,5.258,1186.495,146.97,332.479,648.829,58.216,2240.173,2.0,9.0,0.0123396,0.0107273,0.6978363,80.705,27.92,36.646,17.976,9.115,-13.233,-14.501,-5.901,0.447,-4.689,0.399,-4.017,8.11,2.022,4.0,1.893,1.0,48.139,0.0,0.0,165.379,9.0,2.0,2.0,37.0,0.0,37.0,0.0,56.0,4.34215228344653e-12,CCCCn1c(nc2c1c(ccc2c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201600766,triphenylamine,425.0,548.0,620.0,7.38,0.74,3.38
