VOC,JSC,FF,PCE,Electrolyte,Active area,Co-adsorbent,Co-sensitizer,Semiconductor,Dye loading,Exposure time,Solar simulator,Performance comment,Article author,Article title,Article journal,Article volume,Article DOI,Article pages,Article issue nr,Article EID,Article year,Article year,Article electronic id,Article keywords,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent
728.3,14.71,0.7285,7.8,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2 0.5 M TBP in acetonitrile-valeronitrile (v/v, 85/15)",0.24,10 mM CDCA,-,TiO2 film (8 um),-,48 hours,AM 1.5G 100mW/cm2,-,Woosung Lee and Jun Choi and Jin Woong Namgoong and Se Hun Kim and Kyung Chul Sun and Sung Hoon Jeong and Kicheon Yoo and Min Jae Ko and Jae Pil Kim,The effect of five-membered heterocyclic bridges and ethoxyphenyl substitution on the performance of phenoxazine-based dye-sensitized solar cells,Dyes and Pigments,104,10.1016/j.dyepig.2013.12.022,185--193,,,01/01/2014,Lee_2014,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
699,16.9,0.68,8,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.06 M LiI, 0.04 M I2 , and 0.4 M 4-tert-butylpyridine (TBP) in dry acetonitrile",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Haining Tian and Xichuan Yang and Jiayan Cong and Ruikui Chen and Chao Teng and Jing Liu and Yan Hao and Lei Wang and Licheng Sun,Effect of different electron donating groups on the performance of dye-sensitized solar cells,Dyes and Pigments,84,10.1016/j.dyepig.2009.06.014,62--68,1,,01/01/2010,Tian_2010,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
710,17.95,0.64,8.1,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) dissolved in acetonitrile",0.16,-,-,TiO2 film (12 um),-,-,AM 1.5G 100mW/cm2,-,Ryan Yeh-Yung Lin and Te-Chun Chu and Ping-Wei Chen and Jen-Shyang Ni and Pei-Chieh Shih and Yung-Chung Chen and Kuo-Chuan Ho and Jiann T. Lin,Phenothiazinedioxide-Conjugated Sensitizers and a Dual-{TEMPO}/Iodide Redox Mediator for Dye-Sensitized Solar Cells,ChemSusChem,7,10.1002/cssc.201402160,2221--2229,8,,01/01/2014,Lin_2014,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
650,14.94,0.73,7.13,"0.6 M dimethylpropyl imidazolium iodide, 0.05 M I2 , 0.1 M LiI and 0.5 M tert-butylpyridine in acetonitrile",0.25,-,-,TiO2 film (8 um + 4 um scattering layer),-,15 hours,AM 1.5G 100mW/cm2,-,G. Hanumantha Rao and A. Venkateswararao and L. Giribabu and Liyuan Han and Idriss Bedja and Ravindra Kumar Gupta and Ashraful Islam and Surya Prakash Singh,Near-infrared squaraine co-sensitizer for high-efficiency dye-sensitized solar cells,Phys. Chem. Chem. Phys.,18,10.1039/c6cp01669c,14279--14285,21,,01/01/2016,Rao_2016,,,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,"N3, Ruthenium",,,-
670,11,0.627,4.2,"0.3 M DMPIC, 0.2 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Ming Cheng and Xichuan Yang and Shifeng Li and Xiuna Wang and Licheng Sun,Efficient dye-sensitized solar cells based on an iodine-free electrolyte using l-cysteine/l-cystine as a redox couple,Energy Environ. Sci.,5,10.1039/c1ee02540f,6290--6293,4,,01/01/2012,Cheng_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
700,13.3,0.641,6,"0.6 M DMPIC, 0.2 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Ming Cheng and Xichuan Yang and Shifeng Li and Xiuna Wang and Licheng Sun,Efficient dye-sensitized solar cells based on an iodine-free electrolyte using l-cysteine/l-cystine as a redox couple,Energy Environ. Sci.,5,10.1039/c1ee02540f,6290--6293,4,,01/01/2012,Cheng_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
740,9.5,0.592,4.1,"0.6 M DMPIC, 0.1 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Ming Cheng and Xichuan Yang and Shifeng Li and Xiuna Wang and Licheng Sun,Efficient dye-sensitized solar cells based on an iodine-free electrolyte using l-cysteine/l-cystine as a redox couple,Energy Environ. Sci.,5,10.1039/c1ee02540f,6290--6293,4,,01/01/2012,Cheng_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
700,13.6,0.636,6.1,"0.6 M DMPIC, 0.06 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Ming Cheng and Xichuan Yang and Shifeng Li and Xiuna Wang and Licheng Sun,Efficient dye-sensitized solar cells based on an iodine-free electrolyte using l-cysteine/l-cystine as a redox couple,Energy Environ. Sci.,5,10.1039/c1ee02540f,6290--6293,4,,01/01/2012,Cheng_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
720,15,0.582,5.3,"0.3 M DMPIC, 0.03 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Ming Cheng and Xichuan Yang and Shifeng Li and Xiuna Wang and Licheng Sun,Efficient dye-sensitized solar cells based on an iodine-free electrolyte using l-cysteine/l-cystine as a redox couple,Energy Environ. Sci.,5,10.1039/c1ee02540f,6290--6293,4,,01/01/2012,Cheng_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
710,16.9,0.642,7.7,"0.6 M DMPIC, 0.02 M DMPIDC, 0.1 M LiClO4 , 0.4 M
TBP in AN",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Ming Cheng and Xichuan Yang and Shifeng Li and Xiuna Wang and Licheng Sun,Efficient dye-sensitized solar cells based on an iodine-free electrolyte using l-cysteine/l-cystine as a redox couple,Energy Environ. Sci.,5,10.1039/c1ee02540f,6290--6293,4,,01/01/2012,Cheng_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
720,14.1,0.691,7,"0.6 M DMPII, 0.02 M I2 , 0.1 M LiClO4 and 0.4 M TBP in AN.",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Ming Cheng and Xichuan Yang and Shifeng Li and Xiuna Wang and Licheng Sun,Efficient dye-sensitized solar cells based on an iodine-free electrolyte using l-cysteine/l-cystine as a redox couple,Energy Environ. Sci.,5,10.1039/c1ee02540f,6290--6293,4,,01/01/2012,Cheng_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
720,16,0.701,8.1,"0.6 M DMPII, 0.0653M LiI, 0.03 M I 2 , 0.28 M TBP and 0.05 M GuSCN in AN",0.159,-,-,TiO2 film (12 um + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Ming Cheng and Xichuan Yang and Shifeng Li and Xiuna Wang and Licheng Sun,Efficient dye-sensitized solar cells based on an iodine-free electrolyte using l-cysteine/l-cystine as a redox couple,Energy Environ. Sci.,5,10.1039/c1ee02540f,6290--6293,4,,01/01/2012,Cheng_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
720,12.77,0.55,5.09,"0.6 M DMPII, 0.1 M LiI, 0.05 M I2 , 0.5 M TBP in AN/VN (85/15 by volume ratio)",0.25,-,-,TiO2 film (12 um),-,-,AM 1.5G 100mW/cm2,-,Ki-Hyun Kim and Seung-Min Lee and Min-Hye Seo and Sang-Eun Cho and Won-Pill Hwang and Sung-Hae Park and Young-Keun Kim and Jin-Kook Lee and Mi-Ra Kim,Syntheses of organic dyes based on phenothiazine as photosensitizers and effects of their $\uppi$-conjugated bridges on the photovoltaic performances of dye-sensitized solar cells,Macromolecular Research,20,10.1007/s13233-012-0017-2,128--137,2,,01/01/2011,Kim_2011,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
747.2,10.4,0.7469,5.8,"3-propyl-1-methyl-imidazolium iodide (PMII, 0.7 M), lithium iodide (LiI, 0.2 M), iodine (I2 , 0.05 M), and t-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile (85:15)",0.38,-,-,TiO2 film,-,3 hours,AM 1.5G 100mW/cm2,-,Yu Seok Yang and Hyung Do Kim and Jang-Hyun Ryu and Kyung Kon Kim and Sung Soo Park and Kwang-Soon Ahn and Jae Hong Kim,Effects of anchoring groups in multi-anchoring organic dyes with thiophene bridge for dye-sensitized solar cells,Synthetic Metals,161,10.1016/j.synthmet.2011.02.012,850--855,09-Oct,,01/01/2011,Yang_2011,,,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,"N3, Ruthenium",,,-
730,14.24,0.68,7.11,"0.6 M DMPImI, 0.1 M LiI, 0.05 M I2  and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile",0.25,-,-,TiO2 film (12 um),-,12 hours,AM 1.5G 100mW/cm2,-,Mao Mao and Xiao-Lin Zhang and Xia-Qin Fang and Gua-Hua Wu and Yong Ding and Xiu-Lin Liu and Song-Yuan Dai and Qin-Hua Song,"2,6-Conjugated Bodipy sensitizers for high-performance dye-sensitized solar cells",Organic Electronics,15,10.1016/j.orgel.2014.05.024,2079--2090,9,,01/01/2014,Mao_2014,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
760,15.05,0.66,7.56,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine in acetonitrile",0.16,-,-,TiO2 film (12 um + 6 um scattering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Jen-Shyang Ni and Jian-Hao You and Wei-I Hung and Wei-Siang Kao and Hsien-Hsin Chou and Jiann T. Lin,"Organic Dyes Incorporating the Dithieno[3$\prime$,2$\prime$:3,4$\mathsemicolon$2$\dprime$,3$\dprime$:5,6]benzo[1,2-c]furazan Moiety for Dye-Sensitized Solar Cells",{ACS} Applied Materials {\&} Interfaces,6,10.1021/am5067145,22612--22621,24,,01/01/2014,Ni_2014,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
725.8,14.8,0.6997,7.5,"3-propyl-1-methyl-imidazolium iodide (PMII, 0.7 M), lithium iodide (LiI, 0.2 M), iodine (I 2 , 0.05 M), t-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile (85:15)",0.466,-,-,TiO2 film,-,3 hours,AM 1.5G 100mW/cm2,-,Min Ju Cho and Sung Soo Park and Yu Seok Yang and Jae Hong Kim and Dong Hoon Choi,Molecular design of donor{\textendash}acceptor-type cruciform dyes for efficient dyes-sensitized solar cells,Synthetic Metals,160,10.1016/j.synthmet.2010.06.013,1754--1760,15-16,,01/01/2010,Cho_2010,,,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,"N3, Ruthenium",,,-
710,5.15,0.68,2.01,"0.3M 1-methyl-3-propylimidazolium iodide (MPII), 0.03M I2, 0.07M LiI, 0.1M guandine thiocyanate and 0.4M 4-tert-butylpyridine (TBP)",0.16,-,-,TiO2 18 um thickness,-,-,AM 1.5G 100mW/cm2,-,Ting Li and Jianrong Gao and Yanhong Cui and Changjian Zhong and Qing Ye and Liang Han,Novel D-$\uppi$-A carbazole sensitizers with 4-phenyl-2-(thiophen-2-yl)thiazole as $\uppi$-bridge for dye-sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,303-304,10.1016/j.jphotochem.2015.02.011,91--98,,,01/01/2015,Li_2015,,,N#C/C(=C/c1ccc(s1)c1scc(n1)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,carbazole,404,565,CH3OH-CHCl3
710,10.01,0.72,4.72,"0.3M 1-methyl-3-propylimidazolium iodide (MPII), 0.03M I2, 0.07M LiI, 0.1M guandine thiocyanate and 0.4M 4-tert-butylpyridine (TBP)",0.16,-,-,TiO2 18 um thickness,-,-,AM 1.5G 100mW/cm2,-,Ting Li and Jianrong Gao and Yanhong Cui and Changjian Zhong and Qing Ye and Liang Han,Novel D-$\uppi$-A carbazole sensitizers with 4-phenyl-2-(thiophen-2-yl)thiazole as $\uppi$-bridge for dye-sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,303-304,10.1016/j.jphotochem.2015.02.011,91--98,,,01/01/2015,Li_2015,,,N#C/C(=C/c1ccc(s1)c1scc(n1)c1ccc(cc1)c1ccc2c(c1)n(c1ccccc1)c1c2cccc1)/C(=O)O,carbazole,401,569,CH3OH-CHCl3
611,13.12,0.702,5.62,Z-50 (Solaronix),0.22,1 mM CDCA,-,TiO2 film (8 um thick + 4 um scattering layer),66 nmol/cm2,12 hours,AM 1.5G  100 mW/cm2,-,Vellimalai Punitharasu and Munavvar Fairoos Mele Kavungathodi and Jayaraj Nithyanandhan,Interplay between $\uppi$-Bridges and Positions of Branched Alkyl Groups of Unsymmetrical D{\textendash}A{\textendash}D-$\uppi${\textendash}A Squaraines in Dye-Sensitized Solar Cells: Mode of Dye Anchoring and the Charge Transfer Process at the {TiO}2/Dye/Electrolyte Interface,{ACS} Applied Materials {\&} Interfaces,9,10.1021/acsami.7b08346,32698--32712,38,,01/01/2017,Punitharasu_2017,,,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-],"squaraine,indoline",654,664,chloroform
670,9.68,0.71,4.47,"0.3M 1-methyl-3-propylimidazolium iodide (MPII), 0.03M I2, 0.07M LiI, 0.1M guandine thiocyanate and 0.4M 4-tert-butylpyridine (TBP)",0.16,-,-,TiO2 18 um thickness,-,-,AM 1.5G 100mW/cm2,-,Ting Li and Jianrong Gao and Yanhong Cui and Changjian Zhong and Qing Ye and Liang Han,Novel D-$\uppi$-A carbazole sensitizers with 4-phenyl-2-(thiophen-2-yl)thiazole as $\uppi$-bridge for dye-sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,303-304,10.1016/j.jphotochem.2015.02.011,91--98,,,01/01/2015,Li_2015,,,CCCCn1c2ccccc2c2c1cc(cc2)c1ccc(cc1)c1csc(n1)c1ccc(s1)/C=C(\C(=O)O)/C#N,carbazole,404,568,CH3OH-CHCl3
730,16.81,0.69,8.2,"0.03 M I 2 , 0.05 M LiI, 0.6 M tetrapropylammonium iodide (TPAI), and 0.5 M 4-tert-butypyridine (TBP) in a mixed solvent of acetonitrile and valeronitrile (85:15 v/v)",0.25,-,-,TiO2 film (9 um + 5 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,D. Muenmart and N. Prachumrak and R. Tarsang and S. Namungruk and S. Jungsuttiwong and T. Sudyoadsuk and P. Pattanasattayavong and V. Promarak,New D{\textendash}D{\textendash}$\uppi${\textendash}A type organic dyes having carbazol-N-yl phenothiazine moiety as a donor (D{\textendash}D) unit for efficient dye-sensitized solar cells: experimental and theoretical studies,{RSC} Adv.,6,10.1039/c6ra06220b,38481--38493,44,,01/01/2016,Muenmart_2016,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
800,14.15,0.72,8.15,"0.05 M LiI, 0.1 M I2, 0.6 M DMPImI and TBP in 3-methoxypropionitrile",0.16,-,-,TiO2 film (15 um thick),-,24 hours,AM 1.5G 100mW/cm2,-,Xiaofeng Zhang and Faliang Gou and Dongning Zhao and Jian Shi and Hong Gao and Zhenping Zhu and Huanwang Jing,$\uppi$-Spacer effect in dithiafulvenyl-$\uppi$-phenothiazine dyes for dye-sensitized solar cells,Journal of Power Sources,324,10.1016/j.jpowsour.2016.05.120,484--491,,,01/01/2016,Zhang_2016,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
640,10.08,0.593,3.98,"0.5M LiI, 0.05M I2 and 1M 4-tert-butylpyridine in propylenecarbonate–acetonitrile (v:v = 1:1)",0.3,-,-,TiO2 film,-,12 h,AM 1.5G 96 mW/cm2,-,Saji Alex and U. Santhosh and Suresh Das,Dye sensitization of nanocrystalline {TiO}2: enhanced efficiency of unsymmetrical versus symmetrical squaraine dyes,Journal of Photochemistry and Photobiology A: Chemistry,172,10.1016/j.jphotochem.2004.11.005,63--71,1,,01/01/2005,Alex_2005,,,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,"N3, Ruthenium",,,-
810,14.55,0.61,7.2,"0.03 M I2, 0.6 M 1-butyl-3-methylimidazolium iodide, 0.10 M guanidinium thiocyanate, 0.5 M 4-tert-butylpyridine in acetonitrile:valeronitrile (85:15 v/v)",0.35,-,-,"TiO2, 8+4um scattering layer",-,16 hours,AM 1.5G 100mW/cm2,-,Eva M. Barea and Ceylan Zafer and Burak Gultekin and Banu Aydin and Sermet Koyuncu and Siddik Icli and Francisco Fabregat Santiago and Juan Bisquert,Quantification of the Effects of Recombination and Injection in the Performance of Dye-Sensitized Solar Cells Based {onN}-Substituted Carbazole Dyes,The Journal of Physical Chemistry C,114,10.1021/jp1055842,19840--19848,46,,01/01/2010,Barea_2010,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
719,15.15,0.75,8.17,"0.6 M DMPII, 0.05 M I2, 0.1 M LiI and 0.5 M TBP in acetonitrile",0.25,DCA 20um,-,"TiO2, 15um thickness",-,-,AM 1.5G 100mW/cm2,-,Ahmed El-Shafei and Maqbool Hussain and Aasim Atiq and Ashraful Islam and Liyuan Han,A novel carbazole-based dye outperformed the benchmark dye N719 for high efficiency dye-sensitized solar cells ({DSSCs}),Journal of Materials Chemistry,22,10.1039/c2jm35267b,24048,45,,01/01/2012,El_Shafei_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
747,15.15,0.62,7.02,"1.0 M of 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2, 0.05 LiI, 0.1 M guanidinium  thiocyanate (GuSCN) and 0.5 M 4-TBP in a solvent mixture of acetonitrile and valeronitrile (85:15 v/v)",0.237,-,-,TiO2 12 um thickness,-,-,AM 1.5G 100mW/cm2,-,Hua Lai and Jia Hong and Ping Liu and Chao Yuan and Yuxue Li and Qiang Fang,Multi-carbazole derivatives: new dyes for highly efficient dye-sensitized solar cells,{RSC} Advances,2,10.1039/c2ra01002j,2427,6,,01/01/2012,Lai_2012,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
727,7.01,0.69,3.5,"0.1 M LiI, 0.6 M 1,2-dimethyl-3-propylimidazoliumiodide, 0.2 M I2, and 0.5 M 4-tert-butylpyridine in3-methoxypropionitrile",0.16,-,-,TiO2 4 um thickness,-,0 h,AM 1.5G 100mW/cm2,-,Takurou N. Murakami and Eri Yoshida and Nagatoshi Koumura,Carbazole dye with phosphonic acid anchoring groups for long-term heat stability of dye-sensitized solar cells,Electrochimica Acta,131,10.1016/j.electacta.2013.12.013,174--183,,,01/01/2014,Murakami_2014,,,CCCCCCCCCC1CCN2C(C1)C1CC(CCCCCCCCC)CCN1[Ru]12(N=C=S)(N=C=S)N2CCC(CC2C2N1CCC(C2)C(=O)O)C(=O)O,"Z907, Ruthenium",525,,DMF
722,2.86,0.79,1.6,"0.1 M LiI, 0.6 M 1,2-dimethyl-3-propylimidazoliumiodide, 0.2 M I2, and 0.5 M 4-tert-butylpyridine in3-methoxypropionitrile",0.16,-,-,TiO2 4 um thickness,-,144 h,AM 1.5G 100mW/cm2,-,Takurou N. Murakami and Eri Yoshida and Nagatoshi Koumura,Carbazole dye with phosphonic acid anchoring groups for long-term heat stability of dye-sensitized solar cells,Electrochimica Acta,131,10.1016/j.electacta.2013.12.013,174--183,,,01/01/2014,Murakami_2014,,,CCCCCCCCCC1CCN2C(C1)C1CC(CCCCCCCCC)CCN1[Ru]12(N=C=S)(N=C=S)N2CCC(CC2C2N1CCC(C2)C(=O)O)C(=O)O,"Z907, Ruthenium",525,,DMF
621,1.66,0.72,0.74,"0.1 M LiI, 0.6 M 1,2-dimethyl-3-propylimidazoliumiodide, 0.2 M I2, and 0.5 M 4-tert-butylpyridine in3-methoxypropionitrile",0.16,-,-,TiO2 4 um thickness,-,504 h,AM 1.5G 100mW/cm2,-,Takurou N. Murakami and Eri Yoshida and Nagatoshi Koumura,Carbazole dye with phosphonic acid anchoring groups for long-term heat stability of dye-sensitized solar cells,Electrochimica Acta,131,10.1016/j.electacta.2013.12.013,174--183,,,01/01/2014,Murakami_2014,,,CCCCCCCCCC1CCN2C(C1)C1CC(CCCCCCCCC)CCN1[Ru]12(N=C=S)(N=C=S)N2CCC(CC2C2N1CCC(C2)C(=O)O)C(=O)O,"Z907, Ruthenium",525,,DMF
710,11.63,0.72,5.92,0.03 m I2/0.6 m LiI/0.1 m guanidinium thiocyanate/0.5 m tert-butylpyridine in a 15:85 (v/v) benzonitrile/acetonitrile solution,0.25,-,-,TiO2 11 um thickness,-,-,AM 1.5G 100mW/cm2,-,Taweesak Sudyoadsuk and Sakravee Pansay and Somphob Morada and Rattanawalee Rattanawan and Supawadee Namuangruk and Tinnagon Kaewin and Siriporn Jungsuttiwong and Vinich Promarak,Synthesis and Characterization of D-D-$\uppi$-A-Type Organic Dyes Bearing Carbazole-Carbazole as a Donor Moiety (D-D) for Efficient Dye-Sensitized Solar Cells,European Journal of Organic Chemistry,2013,10.1002/ejoc.201300373,5051--5063,23,,01/01/2013,Sudyoadsuk_2013,,,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,"N719, Ruthenium",,,-
